Method:,Hadamard 1,,
Host Date-Time:,21/9/23 @ 14:6:39,,
Header Version:,1,,
System Temp (C):,40.59,,
Detector Temp (C):,38.94,,
Humidity (%):,51.2,,
Lamp PD:,122,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.445,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.538259,18269.000000,529.000000
904.739192,1.530685,19684.000000,580.000000
909.949268,1.528424,21675.000000,642.000000
913.851816,1.545959,23482.000000,668.000000
917.750071,1.552223,25749.000000,722.000000
921.644031,1.565872,28448.000000,773.000000
925.533698,1.605431,31685.000000,786.000000
929.419072,1.622450,35299.000000,842.000000
933.300152,1.667871,38958.000000,837.000000
937.176938,1.685967,42411.000000,874.000000
941.049430,1.722533,45503.000000,862.000000
944.917629,1.752062,48422.000000,857.000000
950.068549,1.796343,52118.000000,833.000000
953.926729,1.841680,54797.000000,789.000000
957.780616,1.864794,57646.000000,787.000000
961.630209,1.875083,60453.000000,806.000000
965.475508,1.869987,63306.000000,854.000000
969.316514,1.871582,66143.000000,889.000000
973.153226,1.875036,68846.000000,918.000000
976.985644,1.850887,71365.000000,1006.000000
980.813769,1.846289,73772.000000,1051.000000
984.637600,1.828266,75891.000000,1127.000000
989.729363,1.816855,78252.000000,1193.000000
993.543176,1.787443,79748.000000,1301.000000
997.352695,1.778597,80903.000000,1347.000000
1001.157920,1.775252,81951.000000,1375.000000
1004.958852,1.763260,82676.000000,1426.000000
1008.755490,1.758275,83280.000000,1453.000000
1012.547834,1.760792,83764.000000,1453.000000
1016.335885,1.764634,84043.000000,1445.000000
1020.119642,1.769230,84173.000000,1432.000000
1023.899105,1.782966,84269.000000,1389.000000
1028.931711,1.785686,84249.000000,1380.000000
1032.701156,1.799578,84151.000000,1335.000000
1036.466307,1.802634,83920.000000,1322.000000
1040.227165,1.829670,83703.000000,1239.000000
1043.983729,1.841543,83454.000000,1202.000000
1047.735999,1.847873,83200.000000,1181.000000
1051.483976,1.848956,82984.000000,1175.000000
1055.227659,1.859702,82891.000000,1145.000000
1058.967048,1.872851,82902.000000,1111.000000
1062.702144,1.863993,82983.000000,1135.000000
1066.432946,1.856565,83085.000000,1156.000000
1071.400670,1.859424,83272.000000,1151.000000
1075.121453,1.863079,83611.000000,1146.000000
1078.837943,1.857861,83910.000000,1164.000000
1082.550140,1.850098,84123.000000,1188.000000
1086.258042,1.840487,84498.000000,1220.000000
1089.961651,1.846114,84758.000000,1208.000000
1093.660967,1.852045,85070.000000,1196.000000
1097.355988,1.851436,85377.000000,1202.000000
1101.046716,1.846607,85627.000000,1219.000000
1104.733151,1.857378,85977.000000,1194.000000
1109.641718,1.873291,86198.000000,1154.000000
1113.318133,1.881015,86300.000000,1135.000000
1116.990256,1.893838,86380.000000,1103.000000
1120.658084,1.919671,86438.000000,1040.000000
1124.321619,1.940052,86497.000000,993.000000
1127.980861,1.976050,86496.000000,914.000000
1131.635808,2.023566,86467.000000,819.000000
1135.286462,2.069463,86483.000000,737.000000
1138.932822,2.155241,86496.000000,605.000000
1142.574889,2.216405,86410.000000,525.000000
1147.424299,2.320332,86563.000000,414.000000
1151.056347,2.355735,86656.000000,382.000000
1154.684102,2.414238,86693.000000,334.000000
1158.307563,2.414653,86776.000000,334.000000
1161.926730,2.484335,86932.000000,285.000000
1165.541603,2.503626,87054.000000,273.000000
1169.152183,2.496800,87266.000000,278.000000
1172.758470,2.537492,87564.000000,254.000000
1176.360462,2.550154,88025.000000,248.000000
1179.958161,2.550322,88414.000000,249.000000
1184.748414,2.538101,89413.000000,259.000000
1188.336095,2.520917,90258.000000,272.000000
1191.919482,2.493132,91201.000000,293.000000
1195.498575,2.522482,92249.000000,277.000000
1199.073374,2.485307,93241.000000,305.000000
1202.643880,2.524824,94422.000000,282.000000
1206.210092,2.495159,95693.000000,306.000000
1209.772011,2.500813,96947.000000,306.000000
1213.329636,2.460787,98235.000000,340.000000
1216.882967,2.466968,99643.000000,340.000000
1221.614063,2.423515,101558.000000,383.000000
1225.157376,2.392364,102920.000000,417.000000
1228.696395,2.402996,104459.000000,413.000000
1232.231121,2.391842,106001.000000,430.000000
1235.761552,2.356959,107602.000000,473.000000
