Method:,Hadamard 1,,
Host Date-Time:,21/9/23 @ 21:58:27,,
Header Version:,1,,
System Temp (C):,37.83,,
Detector Temp (C):,35.75,,
Humidity (%):,68.23,,
Lamp PD:,122,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.449,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.289512,18269.000000,938.000000
904.739192,1.308687,19684.000000,967.000000
909.949268,1.293778,21675.000000,1102.000000
913.851816,1.298118,23482.000000,1182.000000
917.750071,1.303550,25749.000000,1280.000000
921.644031,1.332820,28448.000000,1322.000000
925.533698,1.365721,31685.000000,1365.000000
929.419072,1.390911,35299.000000,1435.000000
933.300152,1.416828,38958.000000,1492.000000
937.176938,1.448502,42411.000000,1510.000000
941.049430,1.483689,45503.000000,1494.000000
944.917629,1.513024,48422.000000,1486.000000
950.068549,1.557120,52118.000000,1445.000000
953.926729,1.601086,54797.000000,1373.000000
957.780616,1.619633,57646.000000,1384.000000
961.630209,1.630048,60453.000000,1417.000000
965.475508,1.633242,63306.000000,1473.000000
969.316514,1.637784,66143.000000,1523.000000
973.153226,1.622241,68846.000000,1643.000000
976.985644,1.606249,71365.000000,1767.000000
980.813769,1.588453,73772.000000,1903.000000
984.637600,1.576347,75891.000000,2013.000000
989.729363,1.548907,78252.000000,2211.000000
993.543176,1.531207,79748.000000,2347.000000
997.352695,1.512988,80903.000000,2483.000000
1001.157920,1.502103,81951.000000,2579.000000
1004.958852,1.500406,82676.000000,2612.000000
1008.755490,1.496149,83280.000000,2657.000000
1012.547834,1.502442,83764.000000,2634.000000
1016.335885,1.506698,84043.000000,2617.000000
1020.119642,1.510868,84173.000000,2596.000000
1023.899105,1.517767,84269.000000,2558.000000
1028.931711,1.543728,84249.000000,2409.000000
1032.701156,1.554176,84151.000000,2349.000000
1036.466307,1.572843,83920.000000,2244.000000
1040.227165,1.584683,83703.000000,2178.000000
1043.983729,1.600263,83454.000000,2095.000000
1047.735999,1.617576,83200.000000,2007.000000
1051.483976,1.632313,82984.000000,1935.000000
1055.227659,1.650632,82891.000000,1853.000000
1058.967048,1.642103,82902.000000,1890.000000
1062.702144,1.654880,82983.000000,1837.000000
1066.432946,1.648146,83085.000000,1868.000000
1071.400670,1.646572,83272.000000,1879.000000
1075.121453,1.644654,83611.000000,1895.000000
1078.837943,1.645518,83910.000000,1898.000000
1082.550140,1.623234,84123.000000,2003.000000
1086.258042,1.625382,84498.000000,2002.000000
1089.961651,1.618338,84758.000000,2041.000000
1093.660967,1.610254,85070.000000,2087.000000
1097.355988,1.616000,85377.000000,2067.000000
1101.046716,1.614130,85627.000000,2082.000000
1104.733151,1.614444,85977.000000,2089.000000
1109.641718,1.624804,86198.000000,2045.000000
1113.318133,1.635198,86300.000000,1999.000000
1116.990256,1.656746,86380.000000,1904.000000
1120.658084,1.667192,86438.000000,1860.000000
1124.321619,1.688782,86497.000000,1771.000000
1127.980861,1.719775,86496.000000,1649.000000
1131.635808,1.762209,86467.000000,1495.000000
1135.286462,1.809826,86483.000000,1340.000000
1138.932822,1.875921,86496.000000,1151.000000
1142.574889,1.928816,86410.000000,1018.000000
1147.424299,2.021405,86563.000000,824.000000
1151.056347,2.066810,86656.000000,743.000000
1154.684102,2.141410,86693.000000,626.000000
1158.307563,2.143215,86776.000000,624.000000
1161.926730,2.169802,86932.000000,588.000000
1165.541603,2.193934,87054.000000,557.000000
1169.152183,2.237554,87266.000000,505.000000
1172.758470,2.181903,87564.000000,576.000000
1176.360462,2.232799,88025.000000,515.000000
1179.958161,2.244091,88414.000000,504.000000
1184.748414,2.244683,89413.000000,509.000000
1188.336095,2.280625,90258.000000,473.000000
1191.919482,2.265394,91201.000000,495.000000
1195.498575,2.276542,92249.000000,488.000000
1199.073374,2.254440,93241.000000,519.000000
1202.643880,2.265803,94422.000000,512.000000
1206.210092,2.209293,95693.000000,591.000000
1209.772011,2.204779,96947.000000,605.000000
1213.329636,2.180022,98235.000000,649.000000
1216.882967,2.188214,99643.000000,646.000000
1221.614063,2.146376,101558.000000,725.000000
1225.157376,2.118184,102920.000000,784.000000
1228.696395,2.125184,104459.000000,783.000000
1232.231121,2.105709,106001.000000,831.000000
1235.761552,2.077578,107602.000000,900.000000
1239.287691,2.089011,109122.000000,889.000000
1242.809535,2.066512,110606.000000,949.000000
1246.327086,2.065896,112195.000000,964.000000
1249.840343,2.046377,113829.000000,1023.000000
1253.349307,2.042504,115465.000000,1047.000000
1258.021246,2.045770,117559.000000,1058.000000
1261.520191,2.048177,119218.000000,1067.000000
1265.014842,2.063415,121045.000000,1046.000000
1268.505200,2.065205,122707.000000,1056.000000
1271.991264,2.081865,124487.000000,1031.000000
1275.473035,2.079481,126207.000000,1051.000000
1278.950512,2.094714,127852.000000,1028.000000
1282.423695,2.135091,129253.000000,947.000000
1285.892584,2.121152,130722.000000,989.000000
1289.357180,2.154839,131838.000000,923.000000
1293.969962,2.199208,133363.000000,843.000000
1297.424540,2.215197,134097.000000,817.000000
1300.874824,2.238462,134896.000000,779.000000
1304.320814,2.281549,135580.000000,709.000000
1307.762510,2.316044,136229.000000,658.000000
1311.199913,2.338895,136606.000000,626.000000
1314.633022,2.364373,136992.000000,592.000000
1318.061837,2.411490,137473.000000,533.000000
1321.486359,2.453413,137770.000000,485.000000
1324.906587,2.477815,137920.000000,459.000000
1328.322522,2.515622,138008.000000,421.000000
1332.870422,2.609742,138020.000000,339.000000
1336.276338,2.686079,137847.000000,284.000000
1339.677961,2.669084,137691.000000,295.000000
1343.075289,2.761618,137466.000000,238.000000
1346.468324,2.699664,137219.000000,274.000000
1349.857066,2.778053,136769.000000,228.000000
1353.241514,2.860083,136220.000000,188.000000
1356.621668,2.819093,135819.000000,206.000000
1359.997528,2.967384,135437.000000,146.000000
1363.369095,3.003058,134947.000000,134.000000
1367.857839,3.115009,134229.000000,103.000000
1371.219387,3.239907,133782.000000,77.000000
1374.576642,3.200606,133317.000000,84.000000
1377.929603,3.432986,132795.000000,49.000000
1381.278270,3.498547,132372.000000,42.000000
1384.622644,3.552767,132120.000000,37.000000
1387.962724,3.448157,131903.000000,47.000000
1391.298510,3.517377,131655.000000,40.000000
1394.630003,4.273220,131316.000000,7.000000
1397.957202,nan,130912.000000,-23.000000
1402.386789,5.114774,130249.000000,1.000000
1405.703969,4.267430,129577.000000,7.000000
1409.016856,nan,129091.000000,-16.000000
1412.325449,4.632309,128656.000000,3.000000
1415.629749,inf,128099.000000,0.000000
1418.929755,nan,127582.000000,-33.000000
1422.225467,3.873973,127181.000000,17.000000
1425.516886,4.501333,126880.000000,4.000000
1428.804011,3.625288,126593.000000,30.000000
1432.086843,nan,126398.000000,-10.000000
1436.457272,3.582225,126107.000000,33.000000
1439.730085,3.447082,125978.000000,45.000000
1442.998604,3.924148,125962.000000,15.000000
1446.262830,nan,125787.000000,-1.000000
1449.522762,4.057566,125591.000000,11.000000
