Method:,Hadamard 1,,
Host Date-Time:,25/10/23 @ 15:58:51,,
Header Version:,1,,
System Temp (C):,37.33,,
Detector Temp (C):,35.3,,
Humidity (%):,65.55,,
Lamp PD:,126,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.508,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.578668,18269.000000,4820.000000
904.739192,0.590650,19684.000000,5052.000000
909.949268,0.575009,21675.000000,5767.000000
913.851816,0.598340,23482.000000,5921.000000
917.750071,0.607850,25749.000000,6352.000000
921.644031,0.630838,28448.000000,6656.000000
925.533698,0.639917,31685.000000,7260.000000
929.419072,0.665010,35299.000000,7634.000000
933.300152,0.679812,38958.000000,8143.000000
937.176938,0.697090,42411.000000,8519.000000
941.049430,0.700576,45503.000000,9067.000000
944.917629,0.715906,48422.000000,9314.000000
950.068549,0.723023,52118.000000,9862.000000
953.926729,0.726257,54797.000000,10292.000000
957.780616,0.721950,57646.000000,10935.000000
961.630209,0.716623,60453.000000,11609.000000
965.475508,0.709989,63306.000000,12344.000000
969.316514,0.701492,66143.000000,13152.000000
973.153226,0.693305,68846.000000,13950.000000
976.985644,0.673302,71365.000000,15142.000000
980.813769,0.674266,73772.000000,15618.000000
984.637600,0.667736,75891.000000,16310.000000
989.729363,0.651999,78252.000000,17438.000000
993.543176,0.659452,79748.000000,17469.000000
997.352695,0.657520,80903.000000,17801.000000
1001.157920,0.661746,81951.000000,17857.000000
1004.958852,0.667057,82676.000000,17796.000000
1008.755490,0.678347,83280.000000,17466.000000
1012.547834,0.694734,83764.000000,16917.000000
1016.335885,0.705258,84043.000000,16567.000000
1020.119642,0.726708,84173.000000,15793.000000
1023.899105,0.741062,84269.000000,15297.000000
1028.931711,0.771628,84249.000000,14254.000000
1032.701156,0.784394,84151.000000,13825.000000
1036.466307,0.804940,83920.000000,13150.000000
1040.227165,0.822853,83703.000000,12586.000000
1043.983729,0.831401,83454.000000,12304.000000
1047.735999,0.849568,83200.000000,11764.000000
1051.483976,0.855811,82984.000000,11566.000000
1055.227659,0.872246,82891.000000,11124.000000
1058.967048,0.862843,82902.000000,11369.000000
1062.702144,0.874959,82983.000000,11067.000000
1066.432946,0.865446,83085.000000,11326.000000
1071.400670,0.872913,83272.000000,11158.000000
1075.121453,0.858855,83611.000000,11572.000000
1078.837943,0.861834,83910.000000,11534.000000
1082.550140,0.855876,84123.000000,11723.000000
1086.258042,0.856882,84498.000000,11748.000000
1089.961651,0.846222,84758.000000,12077.000000
1093.660967,0.847278,85070.000000,12092.000000
1097.355988,0.847444,85377.000000,12131.000000
1101.046716,0.848643,85627.000000,12133.000000
1104.733151,0.854297,85977.000000,12025.000000
1109.641718,0.861889,86198.000000,11847.000000
1113.318133,0.875162,86300.000000,11504.000000
1116.990256,0.883950,86380.000000,11284.000000
1120.658084,0.901595,86438.000000,10842.000000
1124.321619,0.918467,86497.000000,10436.000000
1127.980861,0.931129,86496.000000,10136.000000
1131.635808,0.947979,86467.000000,9747.000000
1135.286462,0.962189,86483.000000,9435.000000
1138.932822,0.974864,86496.000000,9165.000000
1142.574889,0.991342,86410.000000,8815.000000
1147.424299,1.003946,86563.000000,8578.000000
1151.056347,1.009608,86656.000000,8476.000000
1154.684102,1.025815,86693.000000,8169.000000
1158.307563,1.027349,86776.000000,8148.000000
