Method:,Hadamard 1,,
Host Date-Time:,25/10/23 @ 16:1:27,,
Header Version:,1,,
System Temp (C):,38.24,,
Detector Temp (C):,35.75,,
Humidity (%):,63.04,,
Lamp PD:,126,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.506,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.580564,18269.000000,4799.000000
904.739192,0.580455,19684.000000,5172.000000
909.949268,0.577047,21675.000000,5740.000000
913.851816,0.602245,23482.000000,5868.000000
917.750071,0.608055,25749.000000,6349.000000
921.644031,0.630773,28448.000000,6657.000000
925.533698,0.641295,31685.000000,7237.000000
929.419072,0.664726,35299.000000,7639.000000
933.300152,0.673301,38958.000000,8266.000000
937.176938,0.700673,42411.000000,8449.000000
941.049430,0.697902,45503.000000,9123.000000
944.917629,0.718948,48422.000000,9249.000000
950.068549,0.721177,52118.000000,9904.000000
953.926729,0.724446,54797.000000,10335.000000
957.780616,0.719100,57646.000000,11007.000000
961.630209,0.714347,60453.000000,11670.000000
965.475508,0.707568,63306.000000,12413.000000
969.316514,0.697711,66143.000000,13267.000000
973.153226,0.691162,68846.000000,14019.000000
976.985644,0.671527,71365.000000,15204.000000
980.813769,0.673599,73772.000000,15642.000000
984.637600,0.667656,75891.000000,16313.000000
989.729363,0.652148,78252.000000,17432.000000
993.543176,0.661345,79748.000000,17393.000000
997.352695,0.658938,80903.000000,17743.000000
1001.157920,0.664993,81951.000000,17724.000000
1004.958852,0.669725,82676.000000,17687.000000
1008.755490,0.680541,83280.000000,17378.000000
1012.547834,0.697283,83764.000000,16818.000000
1016.335885,0.708705,84043.000000,16436.000000
1020.119642,0.726956,84173.000000,15784.000000
1023.899105,0.742825,84269.000000,15235.000000
1028.931711,0.774409,84249.000000,14163.000000
1032.701156,0.784614,84151.000000,13818.000000
1036.466307,0.806561,83920.000000,13101.000000
1040.227165,0.821785,83703.000000,12617.000000
1043.983729,0.833063,83454.000000,12257.000000
1047.735999,0.852606,83200.000000,11682.000000
1051.483976,0.855211,82984.000000,11582.000000
1055.227659,0.874831,82891.000000,11058.000000
1058.967048,0.862919,82902.000000,11367.000000
1062.702144,0.875352,82983.000000,11057.000000
1066.432946,0.861780,83085.000000,11422.000000
1071.400670,0.872990,83272.000000,11156.000000
1075.121453,0.856273,83611.000000,11641.000000
1078.837943,0.859506,83910.000000,11596.000000
1082.550140,0.854766,84123.000000,11753.000000
1086.258042,0.855296,84498.000000,11791.000000
1089.961651,0.847158,84758.000000,12051.000000
1093.660967,0.848249,85070.000000,12065.000000
1097.355988,0.851075,85377.000000,12030.000000
1101.046716,0.846750,85627.000000,12186.000000
1104.733151,0.853035,85977.000000,12060.000000
1109.641718,0.862182,86198.000000,11839.000000
1113.318133,0.873128,86300.000000,11558.000000
1116.990256,0.881915,86380.000000,11337.000000
1120.658084,0.903241,86438.000000,10801.000000
1124.321619,0.919509,86497.000000,10411.000000
1127.980861,0.932546,86496.000000,10103.000000
1131.635808,0.951244,86467.000000,9674.000000
1135.286462,0.960856,86483.000000,9464.000000
1138.932822,0.978862,86496.000000,9081.000000
1142.574889,0.989326,86410.000000,8856.000000
1147.424299,1.002985,86563.000000,8597.000000
1151.056347,1.009505,86656.000000,8478.000000
1154.684102,1.025549,86693.000000,8174.000000
1158.307563,1.024692,86776.000000,8198.000000
1161.926730,1.047754,86932.000000,7788.000000
1165.541603,1.037840,87054.000000,7979.000000
1169.152183,1.055484,87266.000000,7680.000000
1172.758470,1.040486,87564.000000,7977.000000
1176.360462,1.060434,88025.000000,7659.000000
1179.958161,1.049169,88414.000000,7895.000000
1184.748414,1.029558,89413.000000,8353.000000
1188.336095,1.039453,90258.000000,8242.000000
1191.919482,1.024946,91201.000000,8611.000000
1195.498575,1.023053,92249.000000,8748.000000
1199.073374,1.004170,93241.000000,9235.000000
1202.643880,1.012988,94422.000000,9164.000000
1206.210092,0.991965,95693.000000,9748.000000
1209.772011,0.993142,96947.000000,9849.000000
1213.329636,0.978797,98235.000000,10315.000000
1216.882967,0.977961,99643.000000,10483.000000
1221.614063,0.968293,101558.000000,10925.000000
1225.157376,0.965654,102920.000000,11139.000000
1228.696395,0.965867,104459.000000,11300.000000
1232.231121,0.964235,106001.000000,11510.000000
1235.761552,0.963263,107602.000000,11710.000000
1239.287691,0.971512,109122.000000,11652.000000
1242.809535,0.968232,110606.000000,11900.000000
1246.327086,0.972678,112195.000000,11948.000000
1249.840343,0.980888,113829.000000,11895.000000
1253.349307,0.986028,115465.000000,11924.000000
1258.021246,0.993252,117559.000000,11940.000000
1261.520191,1.005935,119218.000000,11760.000000
1265.014842,1.007145,121045.000000,11907.000000
1268.505200,1.014492,122707.000000,11868.000000
1271.991264,1.026715,124487.000000,11706.000000
1275.473035,1.033603,126207.000000,11681.000000
1278.950512,1.032147,127852.000000,11873.000000
1282.423695,1.063854,129253.000000,11158.000000
1285.892584,1.057543,130722.000000,11450.000000
1289.357180,1.071793,131838.000000,11175.000000
1293.969962,1.093991,133363.000000,10741.000000
1297.424540,1.097346,134097.000000,10717.000000
1300.874824,1.111965,134896.000000,10424.000000
1304.320814,1.117087,135580.000000,10354.000000
1307.762510,1.132925,136229.000000,10031.000000
1311.199913,1.138564,136606.000000,9929.000000
1314.633022,1.146356,136992.000000,9780.000000
1318.061837,1.147124,137473.000000,9797.000000
1321.486359,1.158697,137770.000000,9560.000000
1324.906587,1.159760,137920.000000,9547.000000
1328.322522,1.166084,138008.000000,9415.000000
1332.870422,1.168620,138020.000000,9361.000000
1336.276338,1.167287,137847.000000,9378.000000
1339.677961,1.173610,137691.000000,9232.000000
1343.075289,1.188854,137466.000000,8899.000000
1346.468324,1.175282,137219.000000,9165.000000
1349.857066,1.206518,136769.000000,8501.000000
1353.241514,1.216315,136220.000000,8278.000000
1356.621668,1.232484,135819.000000,7952.000000
1359.997528,1.253733,135437.000000,7551.000000
1363.369095,1.279027,134947.000000,7098.000000
1367.857839,1.286487,134229.000000,6940.000000
1371.219387,1.314890,133782.000000,6479.000000
1374.576642,1.324168,133317.000000,6320.000000
1377.929603,1.349103,132795.000000,5944.000000
1381.278270,1.381907,132372.000000,5494.000000
1384.622644,1.421912,132120.000000,5001.000000
1387.962724,1.496179,131903.000000,4208.000000
1391.298510,1.491048,131655.000000,4250.000000
1394.630003,1.481529,131316.000000,4333.000000
1397.957202,1.466478,130912.000000,4472.000000
1402.386789,1.416065,130249.000000,4997.000000
1405.703969,1.396274,129577.000000,5203.000000
1409.016856,1.389168,129091.000000,5269.000000
1412.325449,1.378729,128656.000000,5379.000000
1415.629749,1.358815,128099.000000,5607.000000
1418.929755,1.360324,127582.000000,5565.000000
1422.225467,1.330270,127181.000000,5945.000000
1425.516886,1.340115,126880.000000,5798.000000
1428.804011,1.297045,126593.000000,6388.000000
1432.086843,1.309699,126398.000000,6195.000000
1436.457272,1.269958,126107.000000,6773.000000
1439.730085,1.277800,125978.000000,6645.000000
1442.998604,1.263536,125962.000000,6866.000000
1446.262830,1.260535,125787.000000,6904.000000
1449.522762,1.262255,125591.000000,6866.000000
1452.778400,1.264289,125464.000000,6827.000000
1456.029745,1.285795,125171.000000,6482.000000
1459.276796,1.262046,124909.000000,6832.000000
1462.519553,1.288835,124592.000000,6407.000000
1465.758017,1.277295,124260.000000,6562.000000
1470.069290,1.273758,123684.000000,6585.000000
1473.297735,1.280292,123290.000000,6466.000000
1476.521886,1.283916,122785.000000,6386.000000
1479.741744,1.288008,122278.000000,6300.000000
1482.957309,1.293293,121732.000000,6196.000000
1486.168579,1.290221,121147.000000,6210.000000
1489.375556,1.306933,120507.000000,5944.000000
1492.578239,1.291693,119914.000000,6126.000000
1495.776629,1.313587,119197.000000,5790.000000
1498.970725,1.315396,118537.000000,5734.000000
1503.222841,1.319072,117543.000000,5638.000000
1506.406918,1.329355,116773.000000,5470.000000
1509.586702,1.320131,115949.000000,5548.000000
1512.762192,1.340691,115106.000000,5253.000000
1515.933389,1.335156,114146.000000,5276.000000
1519.100292,1.340797,113337.000000,5171.000000
1522.262901,1.335141,112368.000000,5194.000000
1525.421217,1.342177,111411.000000,5067.000000
1528.575239,1.336308,110371.000000,5088.000000
1531.724967,1.345401,109317.000000,4935.000000
1534.870402,1.348166,108165.000000,4852.000000
1539.057636,1.343916,106604.000000,4829.000000
1542.193052,1.356864,105395.000000,4634.000000
1545.324174,1.342731,104112.000000,4729.000000
1548.451003,1.346638,102809.000000,4628.000000
1551.573538,1.350774,101438.000000,4523.000000
1554.691780,1.321716,100012.000000,4768.000000
1557.805728,1.368401,98633.000000,4223.000000
1560.915382,1.313797,97134.000000,4716.000000
1564.020743,1.341207,95608.000000,4358.000000
1567.121810,1.344365,94118.000000,4259.000000
1571.249887,1.336000,92019.000000,4245.000000
1574.340935,1.338808,90456.000000,4146.000000
1577.427690,1.342457,88821.000000,4037.000000
1580.510151,1.328710,87162.000000,4089.000000
1583.588318,1.323211,85518.000000,4063.000000
1586.662192,1.366031,83880.000000,3611.000000
1589.731772,1.310006,82181.000000,4025.000000
1592.797059,1.358692,80396.000000,3520.000000
1595.858052,1.318947,78805.000000,3781.000000
1598.914751,1.370598,77067.000000,3283.000000
1602.983671,1.354444,74796.000000,3307.000000
1606.030352,1.361211,73099.000000,3182.000000
1609.072739,1.347058,71400.000000,3211.000000
1612.110833,1.372152,69781.000000,2962.000000
1615.144632,1.377122,68082.000000,2857.000000
1618.174138,1.376868,66375.000000,2787.000000
1621.199351,1.379440,64709.000000,2701.000000
1624.220270,1.406330,63082.000000,2475.000000
1627.236895,1.406537,61429.000000,2409.000000
1630.249227,1.473941,59860.000000,2010.000000
1634.258990,1.418635,57763.000000,2203.000000
1637.261303,1.485817,56194.000000,1836.000000
1640.259322,1.532204,54559.000000,1602.000000
1643.253048,1.459196,52968.000000,1840.000000
1646.242480,1.550423,51356.000000,1446.000000
1649.227618,1.542793,49659.000000,1423.000000
1652.208463,1.559210,47803.000000,1319.000000
1655.185014,1.622067,45865.000000,1095.000000
1658.157272,1.522358,43581.000000,1309.000000
1661.125236,1.717893,40998.000000,785.000000
1665.075842,1.537631,36899.000000,1070.000000
