Method:,Hadamard 1,,
Host Date-Time:,25/10/23 @ 16:0:16,,
Header Version:,1,,
System Temp (C):,37.84,,
Detector Temp (C):,35.48,,
Humidity (%):,64.18,,
Lamp PD:,127,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.507,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.589340,18269.000000,4703.000000
904.739192,0.573954,19684.000000,5250.000000
909.949268,0.598528,21675.000000,5463.000000
913.851816,0.603505,23482.000000,5851.000000
917.750071,0.618509,25749.000000,6198.000000
921.644031,0.625392,28448.000000,6740.000000
925.533698,0.645213,31685.000000,7172.000000
929.419072,0.668953,35299.000000,7565.000000
933.300152,0.677048,38958.000000,8195.000000
937.176938,0.695766,42411.000000,8545.000000
941.049430,0.705780,45503.000000,8959.000000
944.917629,0.718995,48422.000000,9248.000000
950.068549,0.728028,52118.000000,9749.000000
953.926729,0.727398,54797.000000,10265.000000
957.780616,0.722626,57646.000000,10918.000000
961.630209,0.717934,60453.000000,11574.000000
965.475508,0.708479,63306.000000,12387.000000
969.316514,0.700568,66143.000000,13180.000000
973.153226,0.685958,68846.000000,14188.000000
976.985644,0.681759,71365.000000,14850.000000
980.813769,0.668164,73772.000000,15839.000000
984.637600,0.662417,75891.000000,16511.000000
989.729363,0.660601,78252.000000,17096.000000
993.543176,0.659999,79748.000000,17447.000000
997.352695,0.656935,80903.000000,17825.000000
1001.157920,0.661867,81951.000000,17852.000000
1004.958852,0.672138,82676.000000,17589.000000
1008.755490,0.682344,83280.000000,17306.000000
1012.547834,0.691894,83764.000000,17028.000000
1016.335885,0.709896,84043.000000,16391.000000
1020.119642,0.723230,84173.000000,15920.000000
1023.899105,0.747151,84269.000000,15084.000000
1028.931711,0.763778,84249.000000,14514.000000
1032.701156,0.790468,84151.000000,13633.000000
1036.466307,0.812301,83920.000000,12929.000000
1040.227165,0.818425,83703.000000,12715.000000
1043.983729,0.836478,83454.000000,12161.000000
1047.735999,0.847432,83200.000000,11822.000000
1051.483976,0.858372,82984.000000,11498.000000
1055.227659,0.858830,82891.000000,11473.000000
1058.967048,0.873399,82902.000000,11096.000000
1062.702144,0.872806,82983.000000,11122.000000
1066.432946,0.875925,83085.000000,11056.000000
1071.400670,0.863747,83272.000000,11396.000000
1075.121453,0.869416,83611.000000,11294.000000
1078.837943,0.861044,83910.000000,11555.000000
1082.550140,0.862107,84123.000000,11556.000000
1086.258042,0.849261,84498.000000,11956.000000
1089.961651,0.848168,84758.000000,12023.000000
1093.660967,0.848177,85070.000000,12067.000000
1097.355988,0.851545,85377.000000,12017.000000
1101.046716,0.854299,85627.000000,11976.000000
1104.733151,0.855672,85977.000000,11987.000000
1109.641718,0.865164,86198.000000,11758.000000
1113.318133,0.876258,86300.000000,11475.000000
1116.990256,0.888243,86380.000000,11173.000000
1120.658084,0.900435,86438.000000,10871.000000
1124.321619,0.915357,86497.000000,10511.000000
1127.980861,0.932933,86496.000000,10094.000000
1131.635808,0.946956,86467.000000,9770.000000
1135.286462,0.960764,86483.000000,9466.000000
1138.932822,0.982078,86496.000000,9014.000000
1142.574889,0.987711,86410.000000,8889.000000
1147.424299,1.000718,86563.000000,8642.000000
1151.056347,1.007716,86656.000000,8513.000000
1154.684102,1.015414,86693.000000,8367.000000
1158.307563,1.032334,86776.000000,8055.000000
1161.926730,1.028235,86932.000000,8146.000000
1165.541603,1.047806,87054.000000,7798.000000
1169.152183,1.041627,87266.000000,7929.000000
1172.758470,1.055271,87564.000000,7710.000000
1176.360462,1.042386,88025.000000,7984.000000
1179.958161,1.042726,88414.000000,8013.000000
1184.748414,1.047280,89413.000000,8019.000000
1188.336095,1.027295,90258.000000,8476.000000
1191.919482,1.031655,91201.000000,8479.000000
1195.498575,1.011250,92249.000000,8989.000000
1199.073374,1.013823,93241.000000,9032.000000
1202.643880,1.006357,94422.000000,9305.000000
1206.210092,0.999152,95693.000000,9588.000000
1209.772011,0.993672,96947.000000,9837.000000
1213.329636,0.989711,98235.000000,10059.000000
1216.882967,0.978417,99643.000000,10472.000000
1221.614063,0.972366,101558.000000,10823.000000
1225.157376,0.967842,102920.000000,11083.000000
1228.696395,0.963835,104459.000000,11353.000000
1232.231121,0.963179,106001.000000,11538.000000
1235.761552,0.965494,107602.000000,11650.000000
1239.287691,0.968948,109122.000000,11721.000000
1242.809535,0.972118,110606.000000,11794.000000
1246.327086,0.973989,112195.000000,11912.000000
1249.840343,0.976601,113829.000000,12013.000000
1253.349307,0.984683,115465.000000,11961.000000
1258.021246,0.994417,117559.000000,11908.000000
1261.520191,0.998829,119218.000000,11954.000000
1265.014842,1.009375,121045.000000,11846.000000
1268.505200,1.019312,122707.000000,11737.000000
1271.991264,1.027644,124487.000000,11681.000000
1275.473035,1.032082,126207.000000,11722.000000
1278.950512,1.046917,127852.000000,11476.000000
1282.423695,1.050781,129253.000000,11499.000000
1285.892584,1.068140,130722.000000,11174.000000
1289.357180,1.082455,131838.000000,10904.000000
1293.969962,1.086693,133363.000000,10923.000000
1297.424540,1.105734,134097.000000,10512.000000
1300.874824,1.111548,134896.000000,10434.000000
1304.320814,1.123510,135580.000000,10202.000000
1307.762510,1.130766,136229.000000,10081.000000
1311.199913,1.135600,136606.000000,9997.000000
1314.633022,1.145691,136992.000000,9795.000000
1318.061837,1.151938,137473.000000,9689.000000
1321.486359,1.152786,137770.000000,9691.000000
1324.906587,1.159397,137920.000000,9555.000000
1328.322522,1.164381,138008.000000,9452.000000
1332.870422,1.169921,138020.000000,9333.000000
1336.276338,1.174007,137847.000000,9234.000000
1339.677961,1.177769,137691.000000,9144.000000
1343.075289,1.165854,137466.000000,9383.000000
1346.468324,1.191946,137219.000000,8820.000000
1349.857066,1.193335,136769.000000,8763.000000
1353.241514,1.217366,136220.000000,8258.000000
1356.621668,1.233140,135819.000000,7940.000000
1359.997528,1.266989,135437.000000,7324.000000
1363.369095,1.269526,134947.000000,7255.000000
1367.857839,1.306464,134229.000000,6628.000000
1371.219387,1.302598,133782.000000,6665.000000
1374.576642,1.324100,133317.000000,6321.000000
1377.929603,1.345537,132795.000000,5993.000000
1381.278270,1.379936,132372.000000,5519.000000
1384.622644,1.431571,132120.000000,4891.000000
1387.962724,1.482065,131903.000000,4347.000000
1391.298510,1.506548,131655.000000,4101.000000
1394.630003,1.485456,131316.000000,4294.000000
1397.957202,1.467839,130912.000000,4458.000000
1402.386789,1.419731,130249.000000,4955.000000
1405.703969,1.392369,129577.000000,5250.000000
1409.016856,1.387605,129091.000000,5288.000000
1412.325449,1.376795,128656.000000,5403.000000
1415.629749,1.362784,128099.000000,5556.000000
1418.929755,1.337892,127582.000000,5860.000000
1422.225467,1.342645,127181.000000,5778.000000
1425.516886,1.317139,126880.000000,6113.000000
1428.804011,1.313605,126593.000000,6149.000000
1432.086843,1.293935,126398.000000,6424.000000
1436.457272,1.285826,126107.000000,6530.000000
1439.730085,1.285781,125978.000000,6524.000000
1442.998604,1.262209,125962.000000,6887.000000
1446.262830,1.267446,125787.000000,6795.000000
1449.522762,1.260172,125591.000000,6899.000000
1452.778400,1.264098,125464.000000,6830.000000
1456.029745,1.268844,125171.000000,6740.000000
1459.276796,1.283948,124909.000000,6496.000000
1462.519553,1.288226,124592.000000,6416.000000
1465.758017,1.273539,124260.000000,6619.000000
1470.069290,1.274814,123684.000000,6569.000000
1473.297735,1.280494,123290.000000,6463.000000
1476.521886,1.282152,122785.000000,6412.000000
1479.741744,1.288422,122278.000000,6294.000000
1482.957309,1.288484,121732.000000,6265.000000
1486.168579,1.305379,121147.000000,5997.000000
1489.375556,1.290727,120507.000000,6170.000000
1492.578239,1.314022,119914.000000,5819.000000
1495.776629,1.324678,119197.000000,5644.000000
1498.970725,1.311400,118537.000000,5787.000000
1503.222841,1.329124,117543.000000,5509.000000
1506.406918,1.324460,116773.000000,5532.000000
1509.586702,1.337377,115949.000000,5332.000000
1512.762192,1.330881,115106.000000,5373.000000
1515.933389,1.350061,114146.000000,5098.000000
1519.100292,1.335704,113337.000000,5232.000000
1522.262901,1.347954,112368.000000,5043.000000
1525.421217,1.342177,111411.000000,5067.000000
1528.575239,1.341114,110371.000000,5032.000000
1531.724967,1.339631,109317.000000,5001.000000
1534.870402,1.342122,108165.000000,4920.000000
1539.057636,1.355399,106604.000000,4703.000000
1542.193052,1.327076,105395.000000,4963.000000
1545.324174,1.339894,104112.000000,4760.000000
1548.451003,1.342250,102809.000000,4675.000000
1551.573538,1.341371,101438.000000,4622.000000
1554.691780,1.360964,100012.000000,4356.000000
1557.805728,1.331359,98633.000000,4599.000000
1560.915382,1.361442,97134.000000,4226.000000
1564.020743,1.353949,95608.000000,4232.000000
1567.121810,1.343550,94118.000000,4267.000000
1571.249887,1.341042,92019.000000,4196.000000
1574.340935,1.356445,90456.000000,3981.000000
1577.427690,1.327547,88821.000000,4178.000000
1580.510151,1.344060,87162.000000,3947.000000
1583.588318,1.357679,85518.000000,3753.000000
1586.662192,1.322794,83880.000000,3989.000000
1589.731772,1.357024,82181.000000,3612.000000
1592.797059,1.326939,80396.000000,3787.000000
1595.858052,1.347305,78805.000000,3542.000000
1598.914751,1.345040,77067.000000,3482.000000
1602.983671,1.351434,74796.000000,3330.000000
1606.030352,1.336668,73099.000000,3367.000000
1609.072739,1.366277,71400.000000,3072.000000
1612.110833,1.373180,69781.000000,2955.000000
1615.144632,1.381553,68082.000000,2828.000000
1618.174138,1.397450,66375.000000,2658.000000
1621.199351,1.396995,64709.000000,2594.000000
1624.220270,1.402487,63082.000000,2497.000000
1627.236895,1.432922,61429.000000,2267.000000
1630.249227,1.416165,59860.000000,2296.000000
1634.258990,1.452446,57763.000000,2038.000000
1637.261303,1.468429,56194.000000,1911.000000
1640.259322,1.465722,54559.000000,1867.000000
1643.253048,1.518268,52968.000000,1606.000000
1646.242480,1.570712,51356.000000,1380.000000
1649.227618,1.531051,49659.000000,1462.000000
1652.208463,1.572245,47803.000000,1280.000000
1655.185014,1.542226,45865.000000,1316.000000
1658.157272,1.634546,43581.000000,1011.000000
1661.125236,1.632305,40998.000000,956.000000
1665.075842,1.612290,36899.000000,901.000000
1668.033787,1.622597,33256.000000,793.000000
1670.987439,1.532830,29297.000000,859.000000
