Method:,Hadamard 1,,
Host Date-Time:,25/10/23 @ 16:0:4,,
Header Version:,1,,
System Temp (C):,37.77,,
Detector Temp (C):,35.43,,
Humidity (%):,64.38,,
Lamp PD:,125,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.507,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.573562,18269.000000,4877.000000
904.739192,0.590135,19684.000000,5058.000000
909.949268,0.572082,21675.000000,5806.000000
913.851816,0.604769,23482.000000,5834.000000
917.750071,0.616551,25749.000000,6226.000000
921.644031,0.625456,28448.000000,6739.000000
925.533698,0.647521,31685.000000,7134.000000
929.419072,0.660033,35299.000000,7722.000000
933.300152,0.678534,38958.000000,8167.000000
937.176938,0.696631,42411.000000,8528.000000
941.049430,0.706314,45503.000000,8948.000000
944.917629,0.715208,48422.000000,9329.000000
950.068549,0.727360,52118.000000,9764.000000
953.926729,0.724194,54797.000000,10341.000000
957.780616,0.720127,57646.000000,10981.000000
961.630209,0.720720,60453.000000,11500.000000
965.475508,0.708374,63306.000000,12390.000000
969.316514,0.695263,66143.000000,13342.000000
973.153226,0.689770,68846.000000,14064.000000
976.985644,0.674882,71365.000000,15087.000000
980.813769,0.672629,73772.000000,15677.000000
984.637600,0.666195,75891.000000,16368.000000
989.729363,0.661491,78252.000000,17061.000000
993.543176,0.658111,79748.000000,17523.000000
997.352695,0.657691,80903.000000,17794.000000
1001.157920,0.665017,81951.000000,17723.000000
1004.958852,0.672336,82676.000000,17581.000000
1008.755490,0.681792,83280.000000,17328.000000
1012.547834,0.695659,83764.000000,16881.000000
1016.335885,0.711914,84043.000000,16315.000000
1020.119642,0.726296,84173.000000,15808.000000
1023.899105,0.741943,84269.000000,15266.000000
1028.931711,0.772421,84249.000000,14228.000000
1032.701156,0.796014,84151.000000,13460.000000
1036.466307,0.800144,83920.000000,13296.000000
1040.227165,0.825345,83703.000000,12514.000000
1043.983729,0.837801,83454.000000,12124.000000
1047.735999,0.852160,83200.000000,11694.000000
1051.483976,0.865071,82984.000000,11322.000000
1055.227659,0.869018,82891.000000,11207.000000
1058.967048,0.872656,82902.000000,11115.000000
1062.702144,0.874253,82983.000000,11085.000000
1066.432946,0.863762,83085.000000,11370.000000
1071.400670,0.869540,83272.000000,11245.000000
1075.121453,0.864597,83611.000000,11420.000000
1078.837943,0.867290,83910.000000,11390.000000
1082.550140,0.849076,84123.000000,11908.000000
1086.258042,0.857363,84498.000000,11735.000000
1089.961651,0.852087,84758.000000,11915.000000
1093.660967,0.849727,85070.000000,12024.000000
1097.355988,0.853210,85377.000000,11971.000000
1101.046716,0.850903,85627.000000,12070.000000
1104.733151,0.853323,85977.000000,12052.000000
1109.641718,0.861449,86198.000000,11859.000000
1113.318133,0.873053,86300.000000,11560.000000
1116.990256,0.884721,86380.000000,11264.000000
1120.658084,0.897767,86438.000000,10938.000000
1124.321619,0.915605,86497.000000,10505.000000
1127.980861,0.933794,86496.000000,10074.000000
1131.635808,0.949050,86467.000000,9723.000000
1135.286462,0.965423,86483.000000,9365.000000
1138.932822,0.971512,86496.000000,9236.000000
1142.574889,0.991292,86410.000000,8816.000000
1147.424299,1.001624,86563.000000,8624.000000
1151.056347,1.008584,86656.000000,8496.000000
1154.684102,1.024276,86693.000000,8198.000000
1158.307563,1.023422,86776.000000,8222.000000
1161.926730,1.042323,86932.000000,7886.000000
1165.541603,1.043538,87054.000000,7875.000000
1169.152183,1.053059,87266.000000,7723.000000
1172.758470,1.046461,87564.000000,7868.000000
1176.360462,1.057664,88025.000000,7708.000000
1179.958161,1.051043,88414.000000,7861.000000
1184.748414,1.025882,89413.000000,8424.000000
1188.336095,1.035415,90258.000000,8319.000000
1191.919482,1.017495,91201.000000,8760.000000
1195.498575,1.019444,92249.000000,8821.000000
1199.073374,1.007380,93241.000000,9167.000000
1202.643880,1.006871,94422.000000,9294.000000
1206.210092,0.998745,95693.000000,9597.000000
1209.772011,0.986752,96947.000000,9995.000000
1213.329636,0.982943,98235.000000,10217.000000
1216.882967,0.976968,99643.000000,10507.000000
1221.614063,0.970285,101558.000000,10875.000000
1225.157376,0.967255,102920.000000,11098.000000
1228.696395,0.966521,104459.000000,11283.000000
1232.231121,0.965141,106001.000000,11486.000000
1235.761552,0.968675,107602.000000,11565.000000
1239.287691,0.970469,109122.000000,11680.000000
1242.809535,0.974962,110606.000000,11717.000000
1246.327086,0.972751,112195.000000,11946.000000
1249.840343,0.980159,113829.000000,11915.000000
1253.349307,0.987232,115465.000000,11891.000000
1258.021246,0.993506,117559.000000,11933.000000
1261.520191,1.002257,119218.000000,11860.000000
1265.014842,1.010844,121045.000000,11806.000000
1268.505200,1.014565,122707.000000,11866.000000
1271.991264,1.022654,124487.000000,11816.000000
1275.473035,1.032823,126207.000000,11702.000000
1278.950512,1.039525,127852.000000,11673.000000
1282.423695,1.057479,129253.000000,11323.000000
1285.892584,1.068529,130722.000000,11164.000000
1289.357180,1.067154,131838.000000,11295.000000
1293.969962,1.091853,133363.000000,10794.000000
1297.424540,1.098807,134097.000000,10681.000000
1300.874824,1.114304,134896.000000,10368.000000
1304.320814,1.125644,135580.000000,10152.000000
1307.762510,1.130766,136229.000000,10081.000000
1311.199913,1.139615,136606.000000,9905.000000
1314.633022,1.149655,136992.000000,9706.000000
1318.061837,1.155810,137473.000000,9603.000000
1321.486359,1.154312,137770.000000,9657.000000
1324.906587,1.162407,137920.000000,9489.000000
1328.322522,1.166776,138008.000000,9400.000000
1332.870422,1.170992,138020.000000,9310.000000
1336.276338,1.172130,137847.000000,9274.000000
1339.677961,1.172529,137691.000000,9255.000000
1343.075289,1.183374,137466.000000,9012.000000
1346.468324,1.183848,137219.000000,8986.000000
1349.857066,1.199977,136769.000000,8630.000000
1353.241514,1.208259,136220.000000,8433.000000
1356.621668,1.242484,135819.000000,7771.000000
1359.997528,1.244627,135437.000000,7711.000000
1363.369095,1.279946,134947.000000,7083.000000
1367.857839,1.291332,134229.000000,6863.000000
1371.219387,1.312683,133782.000000,6512.000000
1374.576642,1.322728,133317.000000,6341.000000
1377.929603,1.349322,132795.000000,5941.000000
1381.278270,1.384603,132372.000000,5460.000000
1384.622644,1.439546,132120.000000,4802.000000
1387.962724,1.474931,131903.000000,4419.000000
1391.298510,1.514564,131655.000000,4026.000000
1394.630003,1.495379,131316.000000,4197.000000
1397.957202,1.466478,130912.000000,4472.000000
1402.386789,1.422280,130249.000000,4926.000000
1405.703969,1.398618,129577.000000,5175.000000
1409.016856,1.392477,129091.000000,5229.000000
1412.325449,1.380427,128656.000000,5358.000000
1415.629749,1.357192,128099.000000,5628.000000
1418.929755,1.357524,127582.000000,5601.000000
1422.225467,1.340470,127181.000000,5807.000000
1425.516886,1.331145,126880.000000,5919.000000
1428.804011,1.309808,126593.000000,6203.000000
1432.086843,1.298556,126398.000000,6356.000000
1436.457272,1.294491,126107.000000,6401.000000
1439.730085,1.270477,125978.000000,6758.000000
1442.998604,1.270229,125962.000000,6761.000000
