Method:,Hadamard 1,,
Host Date-Time:,8/9/23 @ 11:45:35,,
Header Version:,1,,
System Temp (C):,39.2,,
Detector Temp (C):,37.3,,
Humidity (%):,74.73,,
Lamp PD:,122,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.451,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.670650,18269.000000,390.000000
904.739192,1.638015,19684.000000,453.000000
909.949268,1.643994,21675.000000,492.000000
913.851816,1.663165,23482.000000,510.000000
917.750071,1.669609,25749.000000,551.000000
921.644031,1.676625,28448.000000,599.000000
925.533698,1.719817,31685.000000,604.000000
929.419072,1.739551,35299.000000,643.000000
933.300152,1.773693,38958.000000,656.000000
937.176938,1.795609,42411.000000,679.000000
941.049430,1.813563,45503.000000,699.000000
944.917629,1.855739,48422.000000,675.000000
950.068549,1.880031,52118.000000,687.000000
953.926729,1.912034,54797.000000,671.000000
957.780616,1.932754,57646.000000,673.000000
961.630209,1.944461,60453.000000,687.000000
965.475508,1.944716,63306.000000,719.000000
969.316514,1.960146,66143.000000,725.000000
973.153226,1.937512,68846.000000,795.000000
976.985644,1.923556,71365.000000,851.000000
980.813769,1.904576,73772.000000,919.000000
984.637600,1.892971,75891.000000,971.000000
989.729363,1.885748,78252.000000,1018.000000
993.543176,1.857572,79748.000000,1107.000000
997.352695,1.855271,80903.000000,1129.000000
1001.157920,1.851725,81951.000000,1153.000000
1004.958852,1.848081,82676.000000,1173.000000
1008.755490,1.837755,83280.000000,1210.000000
1012.547834,1.851544,83764.000000,1179.000000
1016.335885,1.859295,84043.000000,1162.000000
1020.119642,1.863343,84173.000000,1153.000000
1023.899105,1.869526,84269.000000,1138.000000
1028.931711,1.892946,84249.000000,1078.000000
1032.701156,1.893651,84151.000000,1075.000000
1036.466307,1.908087,83920.000000,1037.000000
1040.227165,1.923176,83703.000000,999.000000
1043.983729,1.942354,83454.000000,953.000000
1047.735999,1.970246,83200.000000,891.000000
1051.483976,1.973526,82984.000000,882.000000
1055.227659,1.987050,82891.000000,854.000000
1058.967048,1.991708,82902.000000,845.000000
1062.702144,1.982978,82983.000000,863.000000
1066.432946,2.002017,83085.000000,827.000000
1071.400670,1.993129,83272.000000,846.000000
1075.121453,1.986253,83611.000000,863.000000
1078.837943,1.971991,83910.000000,895.000000
1082.550140,1.969708,84123.000000,902.000000
1086.258042,1.978923,84498.000000,887.000000
1089.961651,1.968662,84758.000000,911.000000
1093.660967,1.957111,85070.000000,939.000000
1097.355988,1.965199,85377.000000,925.000000
1101.046716,1.966000,85627.000000,926.000000
1104.733151,1.970123,85977.000000,921.000000
1109.641718,1.985132,86198.000000,892.000000
1113.318133,1.994003,86300.000000,875.000000
1116.990256,1.993909,86380.000000,876.000000
1120.658084,2.010877,86438.000000,843.000000
1124.321619,2.031745,86497.000000,804.000000
1127.980861,2.066007,86496.000000,743.000000
1131.635808,2.112074,86467.000000,668.000000
1135.286462,2.153027,86483.000000,608.000000
1138.932822,2.199009,86496.000000,547.000000
1142.574889,2.262622,86410.000000,472.000000
1147.424299,2.317196,86563.000000,417.000000
1151.056347,2.371951,86656.000000,368.000000
1154.684102,2.420788,86693.000000,329.000000
1158.307563,2.441470,86776.000000,314.000000
1161.926730,2.475287,86932.000000,291.000000
1165.541603,2.472921,87054.000000,293.000000
1169.152183,2.484479,87266.000000,286.000000
1172.758470,2.492076,87564.000000,282.000000
1176.360462,2.523002,88025.000000,264.000000
1179.958161,2.479653,88414.000000,293.000000
1184.748414,2.512068,89413.000000,275.000000
1188.336095,2.543866,90258.000000,258.000000
1191.919482,2.509750,91201.000000,282.000000
1195.498575,2.519357,92249.000000,279.000000
1199.073374,2.563067,93241.000000,255.000000
1202.643880,2.511180,94422.000000,291.000000
1206.210092,2.478453,95693.000000,318.000000
1209.772011,2.473317,96947.000000,326.000000
1213.329636,2.499506,98235.000000,311.000000
1216.882967,2.454379,99643.000000,350.000000
1221.614063,2.422383,101558.000000,384.000000
1225.157376,2.412617,102920.000000,398.000000
1228.696395,2.407223,104459.000000,409.000000
1232.231121,2.374032,106001.000000,448.000000
1235.761552,2.380542,107602.000000,448.000000
1239.287691,2.374211,109122.000000,461.000000
1242.809535,2.342211,110606.000000,503.000000
1246.327086,2.353617,112195.000000,497.000000
