Method:,Hadamard 1,,
Host Date-Time:,26/10/23 @ 13:23:30,,
Header Version:,1,,
System Temp (C):,40.98,,
Detector Temp (C):,39.28,,
Humidity (%):,53.53,,
Lamp PD:,123,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.446,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.490127,18269.000000,591.000000
904.739192,1.457157,19684.000000,687.000000
909.949268,1.495853,21675.000000,692.000000
913.851816,1.479755,23482.000000,778.000000
917.750071,1.506586,25749.000000,802.000000
921.644031,1.514034,28448.000000,871.000000
925.533698,1.543246,31685.000000,907.000000
929.419072,1.575560,35299.000000,938.000000
933.300152,1.603825,38958.000000,970.000000
937.176938,1.624018,42411.000000,1008.000000
941.049430,1.650719,45503.000000,1017.000000
944.917629,1.669683,48422.000000,1036.000000
950.068549,1.709240,52118.000000,1018.000000
953.926729,1.734866,54797.000000,1009.000000
957.780616,1.736694,57646.000000,1057.000000
961.630209,1.742401,60453.000000,1094.000000
965.475508,1.751839,63306.000000,1121.000000
969.316514,1.742027,66143.000000,1198.000000
973.153226,1.742012,68846.000000,1247.000000
976.985644,1.733899,71365.000000,1317.000000
980.813769,1.711342,73772.000000,1434.000000
984.637600,1.701789,75891.000000,1508.000000
989.729363,1.678387,78252.000000,1641.000000
993.543176,1.667709,79748.000000,1714.000000
997.352695,1.671427,80903.000000,1724.000000
1001.157920,1.658523,81951.000000,1799.000000
1004.958852,1.662107,82676.000000,1800.000000
1008.755490,1.666960,83280.000000,1793.000000
1012.547834,1.667785,83764.000000,1800.000000
1016.335885,1.678496,84043.000000,1762.000000
1020.119642,1.688636,84173.000000,1724.000000
1023.899105,1.703993,84269.000000,1666.000000
1028.931711,1.713377,84249.000000,1630.000000
1032.701156,1.731935,84151.000000,1560.000000
1036.466307,1.750971,83920.000000,1489.000000
1040.227165,1.750722,83703.000000,1486.000000
1043.983729,1.765808,83454.000000,1431.000000
1047.735999,1.784037,83200.000000,1368.000000
1051.483976,1.781640,82984.000000,1372.000000
1055.227659,1.796619,82891.000000,1324.000000
1058.967048,1.793735,82902.000000,1333.000000
1062.702144,1.794485,82983.000000,1332.000000
1066.432946,1.791447,83085.000000,1343.000000
1071.400670,1.784413,83272.000000,1368.000000
