Method:,Hadamard 1,,
Host Date-Time:,26/10/23 @ 20:14:52,,
Header Version:,1,,
System Temp (C):,38.03,,
Detector Temp (C):,35.67,,
Humidity (%):,66.24,,
Lamp PD:,122,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.450,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.313302,18269.000000,888.000000
904.739192,1.339389,19684.000000,901.000000
909.949268,1.329921,21675.000000,1014.000000
913.851816,1.354120,23482.000000,1039.000000
917.750071,1.361155,25749.000000,1121.000000
921.644031,1.378140,28448.000000,1191.000000
925.533698,1.413427,31685.000000,1223.000000
929.419072,1.437173,35299.000000,1290.000000
933.300152,1.463492,38958.000000,1340.000000
937.176938,1.486029,42411.000000,1385.000000
941.049430,1.516277,45503.000000,1386.000000
944.917629,1.537985,48422.000000,1403.000000
950.068549,1.571791,52118.000000,1397.000000
953.926729,1.598249,54797.000000,1382.000000
957.780616,1.624366,57646.000000,1369.000000
961.630209,1.631891,60453.000000,1411.000000
965.475508,1.628842,63306.000000,1488.000000
969.316514,1.624308,66143.000000,1571.000000
973.153226,1.616464,68846.000000,1665.000000
976.985644,1.603065,71365.000000,1780.000000
980.813769,1.587541,73772.000000,1907.000000
984.637600,1.577210,75891.000000,2009.000000
989.729363,1.562676,78252.000000,2142.000000
993.543176,1.549537,79748.000000,2250.000000
997.352695,1.541542,80903.000000,2325.000000
1001.157920,1.539540,81951.000000,2366.000000
1004.958852,1.538618,82676.000000,2392.000000
1008.755490,1.536725,83280.000000,2420.000000
1012.547834,1.542484,83764.000000,2402.000000
1016.335885,1.544834,84043.000000,2397.000000
1020.119642,1.558376,84173.000000,2327.000000
1023.899105,1.563185,84269.000000,2304.000000
1028.931711,1.580976,84249.000000,2211.000000
1032.701156,1.597700,84151.000000,2125.000000
1036.466307,1.597530,83920.000000,2120.000000
1040.227165,1.615031,83703.000000,2031.000000
1043.983729,1.628970,83454.000000,1961.000000
1047.735999,1.639545,83200.000000,1908.000000
1051.483976,1.642073,82984.000000,1892.000000
1055.227659,1.650632,82891.000000,1853.000000
1058.967048,1.650221,82902.000000,1855.000000
1062.702144,1.651114,82983.000000,1853.000000
1066.432946,1.637127,83085.000000,1916.000000
1071.400670,1.643348,83272.000000,1893.000000
1075.121453,1.638962,83611.000000,1920.000000
1078.837943,1.637133,83910.000000,1935.000000
1082.550140,1.620855,84123.000000,2014.000000
1086.258042,1.622787,84498.000000,2014.000000
1089.961651,1.624121,84758.000000,2014.000000
1093.660967,1.622494,85070.000000,2029.000000
1097.355988,1.624487,85377.000000,2027.000000
1101.046716,1.628336,85627.000000,2015.000000
1104.733151,1.634439,85977.000000,1995.000000
1109.641718,1.654464,86198.000000,1910.000000
1113.318133,1.670250,86300.000000,1844.000000
1116.990256,1.682349,86380.000000,1795.000000
1120.658084,1.700672,86438.000000,1722.000000
1124.321619,1.726148,86497.000000,1625.000000
1127.980861,1.758883,86496.000000,1507.000000
1131.635808,1.796342,86467.000000,1382.000000
1135.286462,1.860290,86483.000000,1193.000000
1138.932822,1.901166,86496.000000,1086.000000
1142.574889,1.990603,86410.000000,883.000000
1147.424299,2.060537,86563.000000,753.000000
1151.056347,2.103378,86656.000000,683.000000
1154.684102,2.133163,86693.000000,638.000000
1158.307563,2.162425,86776.000000,597.000000
1161.926730,2.201192,86932.000000,547.000000
1165.541603,2.206591,87054.000000,541.000000
1169.152183,2.224007,87266.000000,521.000000
1172.758470,2.240758,87564.000000,503.000000
1176.360462,2.253525,88025.000000,491.000000
1179.958161,2.252794,88414.000000,494.000000
1184.748414,2.232899,89413.000000,523.000000
1188.336095,2.266177,90258.000000,489.000000
1191.919482,2.218061,91201.000000,552.000000
1195.498575,2.257391,92249.000000,510.000000
1199.073374,2.212971,93241.000000,571.000000
1202.643880,2.204958,94422.000000,589.000000
1206.210092,2.235025,95693.000000,557.000000
1209.772011,2.178323,96947.000000,643.000000
1213.329636,2.161037,98235.000000,678.000000
1216.882967,2.149642,99643.000000,706.000000
1221.614063,2.153625,101558.000000,713.000000
1225.157376,2.128838,102920.000000,765.000000
1228.696395,2.113690,104459.000000,804.000000
1232.231121,2.105187,106001.000000,832.000000
1235.761552,2.104964,107602.000000,845.000000
1239.287691,2.081264,109122.000000,905.000000
1242.809535,2.078577,110606.000000,923.000000
1246.327086,2.073165,112195.000000,948.000000
1249.840343,2.071276,113829.000000,966.000000
1253.349307,2.067254,115465.000000,989.000000
1258.021246,2.070256,117559.000000,1000.000000
1261.520191,2.076776,119218.000000,999.000000
1265.014842,2.085560,121045.000000,994.000000
1268.505200,2.097643,122707.000000,980.000000
1271.991264,2.098612,124487.000000,992.000000
1275.473035,2.117457,126207.000000,963.000000
1278.950512,2.129441,127852.000000,949.000000
1282.423695,2.140165,129253.000000,936.000000
1285.892584,2.175334,130722.000000,873.000000
1289.357180,2.180022,131838.000000,871.000000
1293.969962,2.203349,133363.000000,835.000000
1297.424540,2.238117,134097.000000,775.000000
1300.874824,2.267272,134896.000000,729.000000
1304.320814,2.295872,135580.000000,686.000000
1307.762510,2.315384,136229.000000,659.000000
1311.199913,2.346595,136606.000000,615.000000
1314.633022,2.403498,136992.000000,541.000000
1318.061837,2.432354,137473.000000,508.000000
1321.486359,2.462461,137770.000000,475.000000
1324.906587,2.488349,137920.000000,448.000000
1328.322522,2.543307,138008.000000,395.000000
1332.870422,2.589714,138020.000000,355.000000
1336.276338,2.614353,137847.000000,335.000000
1339.677961,2.702743,137691.000000,273.000000
1343.075289,2.681829,137466.000000,286.000000
1346.468324,2.707662,137219.000000,269.000000
1349.857066,2.763076,136769.000000,236.000000
1353.241514,2.782058,136220.000000,225.000000
1356.621668,2.877688,135819.000000,180.000000
1359.997528,2.826386,135437.000000,202.000000
1363.369095,3.029793,134947.000000,126.000000
1367.857839,2.997513,134229.000000,135.000000
1371.219387,3.207320,133782.000000,83.000000
1374.576642,3.170643,133317.000000,90.000000
1377.929603,3.337852,132795.000000,61.000000
1381.278270,3.405793,132372.000000,52.000000
1384.622644,3.602455,132120.000000,33.000000
1387.962724,3.673097,131903.000000,28.000000
1391.298510,nan,131655.000000,-13.000000
1394.630003,nan,131316.000000,-2.000000
1397.957202,inf,130912.000000,0.000000
1402.386789,4.512714,130249.000000,4.000000
1405.703969,nan,129577.000000,-3.000000
1409.016856,3.832142,129091.000000,19.000000
1412.325449,4.632309,128656.000000,3.000000
1415.629749,3.993602,128099.000000,13.000000
1418.929755,3.674426,127582.000000,27.000000
1422.225467,nan,127181.000000,-7.000000
1425.516886,3.760970,126880.000000,22.000000
1428.804011,4.199320,126593.000000,8.000000
1432.086843,nan,126398.000000,-7.000000
1436.457272,nan,126107.000000,-3.000000
1439.730085,3.532093,125978.000000,37.000000
1442.998604,nan,125962.000000,-20.000000
1446.262830,4.145393,125787.000000,9.000000
1449.522762,inf,125591.000000,0.000000
1452.778400,4.195429,125464.000000,8.000000
1456.029745,nan,125171.000000,-8.000000
1459.276796,nan,124909.000000,-11.000000
1462.519553,4.095490,124592.000000,10.000000
1465.758017,5.094331,124260.000000,1.000000
1470.069290,4.013132,123684.000000,12.000000
1473.297735,3.944800,123290.000000,14.000000
1476.521886,nan,122785.000000,-2.000000
1479.741744,nan,122278.000000,-1.000000
1482.957309,4.386435,121732.000000,5.000000
1486.168579,3.703101,121147.000000,24.000000
1489.375556,nan,120507.000000,-37.000000
1492.578239,3.736447,119914.000000,22.000000
1495.776629,3.696054,119197.000000,24.000000
1498.970725,nan,118537.000000,-33.000000
1503.222841,3.513894,117543.000000,36.000000
1506.406918,3.863222,116773.000000,16.000000
1509.586702,4.110024,115949.000000,9.000000
1512.762192,4.106855,115106.000000,9.000000
1515.933389,3.489259,114146.000000,37.000000
1519.100292,4.209274,113337.000000,7.000000
1522.262901,3.427393,112368.000000,42.000000
1525.421217,nan,111411.000000,-1.000000
1528.575239,3.463071,110371.000000,38.000000
1531.724967,3.997295,109317.000000,11.000000
1534.870402,4.733057,108165.000000,2.000000
1539.057636,3.647562,106604.000000,24.000000
1542.193052,4.244669,105395.000000,6.000000
1545.324174,3.449299,104112.000000,37.000000
1548.451003,nan,102809.000000,-2.000000
1551.573538,3.802081,101438.000000,16.000000
1554.691780,3.853924,100012.000000,14.000000
1557.805728,4.039780,98633.000000,9.000000
1560.915382,nan,97134.000000,-5.000000
1564.020743,4.202343,95608.000000,6.000000
1567.121810,3.558699,94118.000000,26.000000
1571.249887,3.565938,92019.000000,25.000000
1574.340935,4.002195,90456.000000,9.000000
1577.427690,4.170364,88821.000000,6.000000
1580.510151,3.421813,87162.000000,33.000000
1583.588318,3.631028,85518.000000,20.000000
1586.662192,4.923658,83880.000000,1.000000
1589.731772,3.467613,82181.000000,28.000000
1592.797059,3.826053,80396.000000,12.000000
1595.858052,3.534826,78805.000000,23.000000
1598.914751,3.488928,77067.000000,25.000000
1602.983671,3.294095,74796.000000,38.000000
1606.030352,3.284128,73099.000000,38.000000
1609.072739,3.899456,71400.000000,9.000000
1612.110833,nan,69781.000000,-3.000000
1615.144632,3.686904,68082.000000,14.000000
1618.174138,3.645913,66375.000000,15.000000
1621.199351,3.580516,64709.000000,17.000000
1624.220270,inf,63082.000000,0.000000
1627.236895,3.612282,61429.000000,15.000000
1630.249227,3.601045,59860.000000,15.000000
1634.258990,inf,57763.000000,0.000000
1637.261303,3.603562,56194.000000,14.000000
1640.259322,3.435836,54559.000000,20.000000
1643.253048,nan,52968.000000,-23.000000
1646.242480,3.029350,51356.000000,48.000000
1649.227618,3.695998,49659.000000,10.000000
1652.208463,3.337032,47803.000000,22.000000
1655.185014,3.515353,45865.000000,14.000000
1658.157272,3.493169,43581.000000,14.000000
1661.125236,2.999979,40998.000000,41.000000
1665.075842,3.663925,36899.000000,8.000000
1668.033787,3.407927,33256.000000,13.000000
1670.987439,nan,29297.000000,-29.000000
1673.936797,nan,25248.000000,-3.000000
1676.881861,nan,21362.000000,-5.000000
1679.822632,2.892530,17958.000000,23.000000
1682.759109,nan,15044.000000,-1.000000
1685.691293,2.825563,12715.000000,19.000000
1688.619182,2.952510,10757.000000,12.000000
1691.542779,3.961753,9157.000000,1.000000
1695.434228,nan,7483.000000,-13.000000
1698.347805,3.113810,6498.000000,5.000000
1701.257089,nan,5614.000000,-9.000000
