Method:,Hadamard 1,,
Host Date-Time:,26/10/23 @ 21:39:32,,
Header Version:,1,,
System Temp (C):,39.14,,
Detector Temp (C):,36.8,,
Humidity (%):,63.84,,
Lamp PD:,123,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.450,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.493077,18269.000000,587.000000
904.739192,1.481869,19684.000000,649.000000
909.949268,1.484701,21675.000000,710.000000
913.851816,1.504448,23482.000000,735.000000
917.750071,1.511487,25749.000000,793.000000
921.644031,1.544496,28448.000000,812.000000
925.533698,1.564340,31685.000000,864.000000
929.419072,1.584447,35299.000000,919.000000
933.300152,1.613330,38958.000000,949.000000
937.176938,1.631843,42411.000000,990.000000
941.049430,1.652431,45503.000000,1013.000000
944.917629,1.696038,48422.000000,975.000000
950.068549,1.721353,52118.000000,990.000000
953.926729,1.747531,54797.000000,980.000000
957.780616,1.762946,57646.000000,995.000000
961.630209,1.780984,60453.000000,1001.000000
965.475508,1.781084,63306.000000,1048.000000
969.316514,1.763198,66143.000000,1141.000000
973.153226,1.752588,68846.000000,1217.000000
976.985644,1.738874,71365.000000,1302.000000
980.813769,1.725189,73772.000000,1389.000000
984.637600,1.729127,75891.000000,1416.000000
989.729363,1.701486,78252.000000,1556.000000
993.543176,1.695704,79748.000000,1607.000000
997.352695,1.686290,80903.000000,1666.000000
1001.157920,1.681066,81951.000000,1708.000000
1004.958852,1.678832,82676.000000,1732.000000
1008.755490,1.684003,83280.000000,1724.000000
1012.547834,1.687277,83764.000000,1721.000000
1016.335885,1.690744,84043.000000,1713.000000
1020.119642,1.696003,84173.000000,1695.000000
1023.899105,1.707921,84269.000000,1651.000000
1028.931711,1.725810,84249.000000,1584.000000
1032.701156,1.737539,84151.000000,1540.000000
1036.466307,1.748064,83920.000000,1499.000000
1040.227165,1.752773,83703.000000,1479.000000
1043.983729,1.774080,83454.000000,1404.000000
1047.735999,1.790111,83200.000000,1349.000000
1051.483976,1.787055,82984.000000,1355.000000
1055.227659,1.803896,82891.000000,1302.000000
1058.967048,1.794387,82902.000000,1331.000000
1062.702144,1.799733,82983.000000,1316.000000
1066.432946,1.794367,83085.000000,1334.000000
1071.400670,1.781881,83272.000000,1376.000000
1075.121453,1.779874,83611.000000,1388.000000
1078.837943,1.775520,83910.000000,1407.000000
1082.550140,1.772015,84123.000000,1422.000000
1086.258042,1.763983,84498.000000,1455.000000
1089.961651,1.760863,84758.000000,1470.000000
1093.660967,1.762755,85070.000000,1469.000000
1097.355988,1.775095,85377.000000,1433.000000
1101.046716,1.776668,85627.000000,1432.000000
1104.733151,1.778439,85977.000000,1432.000000
1109.641718,1.789059,86198.000000,1401.000000
1113.318133,1.811507,86300.000000,1332.000000
1116.990256,1.820470,86380.000000,1306.000000
1120.658084,1.845390,86438.000000,1234.000000
1124.321619,1.872543,86497.000000,1160.000000
1127.980861,1.906396,86496.000000,1073.000000
1131.635808,1.931670,86467.000000,1012.000000
1135.286462,1.975985,86483.000000,914.000000
1138.932822,2.035538,86496.000000,797.000000
1142.574889,2.116363,86410.000000,661.000000
1147.424299,2.190698,86563.000000,558.000000
1151.056347,2.225149,86656.000000,516.000000
1154.684102,2.280928,86693.000000,454.000000
1158.307563,2.300910,86776.000000,434.000000
1161.926730,2.340389,86932.000000,397.000000
1165.541603,2.354328,87054.000000,385.000000
1169.152183,2.338785,87266.000000,400.000000
1172.758470,2.340266,87564.000000,400.000000
1176.360462,2.354656,88025.000000,389.000000
1179.958161,2.373649,88414.000000,374.000000
