Method:,Hadamard 1,,
Host Date-Time:,16/10/23 @ 14:6:41,,
Header Version:,1,,
System Temp (C):,40.47,,
Detector Temp (C):,39.12,,
Humidity (%):,59.83,,
Lamp PD:,125,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.455,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.669538,18269.000000,3910.000000
904.739192,0.698397,19684.000000,3942.000000
909.949268,0.668506,21675.000000,4650.000000
913.851816,0.702815,23482.000000,4655.000000
917.750071,0.717385,25749.000000,4936.000000
921.644031,0.725860,28448.000000,5348.000000
925.533698,0.747654,31685.000000,5665.000000
929.419072,0.754951,35299.000000,6206.000000
933.300152,0.780768,38958.000000,6454.000000
937.176938,0.788692,42411.000000,6899.000000
941.049430,0.797582,45503.000000,7252.000000
944.917629,0.799286,48422.000000,7687.000000
950.068549,0.808878,52118.000000,8093.000000
953.926729,0.809185,54797.000000,8503.000000
957.780616,0.805900,57646.000000,9013.000000
961.630209,0.805481,60453.000000,9461.000000
965.475508,0.794637,63306.000000,10158.000000
969.316514,0.787462,66143.000000,10790.000000
973.153226,0.782883,68846.000000,11350.000000
976.985644,0.766627,71365.000000,12214.000000
980.813769,0.768142,73772.000000,12582.000000
984.637600,0.763450,75891.000000,13084.000000
989.729363,0.757441,78252.000000,13679.000000
993.543176,0.757925,79748.000000,13925.000000
997.352695,0.757730,80903.000000,14133.000000
1001.157920,0.763966,81951.000000,14112.000000
1004.958852,0.772121,82676.000000,13972.000000
1008.755490,0.781765,83280.000000,13765.000000
1012.547834,0.794981,83764.000000,13430.000000
1016.335885,0.808858,84043.000000,13051.000000
1020.119642,0.823117,84173.000000,12649.000000
1023.899105,0.837107,84269.000000,12262.000000
1028.931711,0.865169,84249.000000,11492.000000
1032.701156,0.886519,84151.000000,10928.000000
1036.466307,0.886718,83920.000000,10893.000000
1040.227165,0.912229,83703.000000,10245.000000
1043.983729,0.921751,83454.000000,9993.000000
1047.735999,0.934248,83200.000000,9680.000000
1051.483976,0.947347,82984.000000,9368.000000
1055.227659,0.950959,82891.000000,9280.000000
1058.967048,0.953975,82902.000000,9217.000000
1062.702144,0.956383,82983.000000,9175.000000
1066.432946,0.948618,83085.000000,9352.000000
1071.400670,0.957798,83272.000000,9177.000000
1075.121453,0.951498,83611.000000,9349.000000
1078.837943,0.958330,83910.000000,9236.000000
1082.550140,0.940297,84123.000000,9652.000000
1086.258042,0.952151,84498.000000,9434.000000
1089.961651,0.944464,84758.000000,9632.000000
1093.660967,0.945159,85070.000000,9652.000000
1097.355988,0.948844,85377.000000,9605.000000
1101.046716,0.947993,85627.000000,9652.000000
1104.733151,0.957437,85977.000000,9483.000000
1109.641718,0.963017,86198.000000,9386.000000
1113.318133,0.975635,86300.000000,9128.000000
1116.990256,0.986194,86380.000000,8917.000000
1120.658084,0.997385,86438.000000,8696.000000
1124.321619,1.013394,86497.000000,8387.000000
1127.980861,1.030769,86496.000000,8058.000000
1131.635808,1.043588,86467.000000,7821.000000
1135.286462,1.062159,86483.000000,7495.000000
1138.932822,1.060432,86496.000000,7526.000000
1142.574889,1.085183,86410.000000,7102.000000
1147.424299,1.090686,86563.000000,7025.000000
1151.056347,1.090967,86656.000000,7028.000000
1154.684102,1.104837,86693.000000,6810.000000
1158.307563,1.102392,86776.000000,6855.000000
1161.926730,1.121813,86932.000000,6567.000000
1165.541603,1.118079,87054.000000,6633.000000
1169.152183,1.128801,87266.000000,6487.000000
1172.758470,1.120550,87564.000000,6634.000000
1176.360462,1.131025,88025.000000,6510.000000
1179.958161,1.131674,88414.000000,6529.000000
1184.748414,1.104878,89413.000000,7023.000000
1188.336095,1.116763,90258.000000,6898.000000
1191.919482,1.095904,91201.000000,7313.000000
1195.498575,1.105343,92249.000000,7238.000000
1199.073374,1.087310,93241.000000,7626.000000
1202.643880,1.088188,94422.000000,7707.000000
1206.210092,1.087673,95693.000000,7820.000000
1209.772011,1.072350,96947.000000,8207.000000
1213.329636,1.070320,98235.000000,8355.000000
1216.882967,1.067600,99643.000000,8528.000000
1221.614063,1.064458,101558.000000,8755.000000
1225.157376,1.060580,102920.000000,8952.000000
1228.696395,1.060812,104459.000000,9081.000000
