Method:,Hadamard 1,,
Host Date-Time:,2/10/23 @ 11:7:28,,
Header Version:,1,,
System Temp (C):,41.06,,
Detector Temp (C):,39.66,,
Humidity (%):,56.41,,
Lamp PD:,121,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.465,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.490863,18269.000000,590.000000
904.739192,1.462884,19684.000000,678.000000
909.949268,1.490241,21675.000000,701.000000
913.851816,1.476973,23482.000000,783.000000
917.750071,1.488554,25749.000000,836.000000
921.644031,1.521578,28448.000000,856.000000
925.533698,1.540859,31685.000000,912.000000
929.419072,1.574173,35299.000000,941.000000
933.300152,1.594961,38958.000000,990.000000
937.176938,1.627913,42411.000000,999.000000
941.049430,1.661091,45503.000000,993.000000
944.917629,1.700966,48422.000000,964.000000
950.068549,1.737439,52118.000000,954.000000
953.926729,1.778762,54797.000000,912.000000
957.780616,1.790422,57646.000000,934.000000
961.630209,1.821899,60453.000000,911.000000
965.475508,1.819174,63306.000000,960.000000
969.316514,1.812310,66143.000000,1019.000000
973.153226,1.792165,68846.000000,1111.000000
976.985644,1.788279,71365.000000,1162.000000
980.813769,1.764430,73772.000000,1269.000000
984.637600,1.749535,75891.000000,1351.000000
989.729363,1.721184,78252.000000,1487.000000
993.543176,1.706928,79748.000000,1566.000000
997.352695,1.698182,80903.000000,1621.000000
1001.157920,1.694494,81951.000000,1656.000000
1004.958852,1.685400,82676.000000,1706.000000
1008.755490,1.677999,83280.000000,1748.000000
1012.547834,1.681262,83764.000000,1745.000000
1016.335885,1.688216,84043.000000,1723.000000
1020.119642,1.699864,84173.000000,1680.000000
1023.899105,1.707658,84269.000000,1652.000000
1028.931711,1.721716,84249.000000,1599.000000
1032.701156,1.736412,84151.000000,1544.000000
1036.466307,1.760406,83920.000000,1457.000000
1040.227165,1.765587,83703.000000,1436.000000
1043.983729,1.791113,83454.000000,1350.000000
1047.735999,1.801859,83200.000000,1313.000000
1051.483976,1.813825,82984.000000,1274.000000
1055.227659,1.826840,82891.000000,1235.000000
1058.967048,1.819230,82902.000000,1257.000000
1062.702144,1.826971,82983.000000,1236.000000
1066.432946,1.826101,83085.000000,1240.000000
1071.400670,1.818752,83272.000000,1264.000000
1075.121453,1.825353,83611.000000,1250.000000
1078.837943,1.801598,83910.000000,1325.000000
1082.550140,1.805659,84123.000000,1316.000000
1086.258042,1.792032,84498.000000,1364.000000
1089.961651,1.789878,84758.000000,1375.000000
1093.660967,1.786762,85070.000000,1390.000000
1097.355988,1.785523,85377.000000,1399.000000
1101.046716,1.790221,85627.000000,1388.000000
1104.733151,1.795448,85977.000000,1377.000000
1109.641718,1.801958,86198.000000,1360.000000
1113.318133,1.816755,86300.000000,1316.000000
1116.990256,1.831244,86380.000000,1274.000000
1120.658084,1.856078,86438.000000,1204.000000
1124.321619,1.877059,86497.000000,1148.000000
1127.980861,1.908832,86496.000000,1067.000000
1131.635808,1.953224,86467.000000,963.000000
1135.286462,1.995419,86483.000000,874.000000
1138.932822,2.080267,86496.000000,719.000000
1142.574889,2.131063,86410.000000,639.000000
1147.424299,2.240103,86563.000000,498.000000
1151.056347,2.258371,86656.000000,478.000000
1154.684102,2.318891,86693.000000,416.000000
1158.307563,2.373734,86776.000000,367.000000
1161.926730,2.401361,86932.000000,345.000000
1165.541603,2.405763,87054.000000,342.000000
1169.152183,2.419707,87266.000000,332.000000
1172.758470,2.458026,87564.000000,305.000000
1176.360462,2.442179,88025.000000,318.000000
1179.958161,2.448210,88414.000000,315.000000
1184.748414,2.460039,89413.000000,310.000000
1188.336095,2.447630,90258.000000,322.000000
1191.919482,2.438862,91201.000000,332.000000
1195.498575,2.443824,92249.000000,332.000000
1199.073374,2.459062,93241.000000,324.000000
1202.643880,2.450028,94422.000000,335.000000
1206.210092,2.434338,95693.000000,352.000000
1209.772011,2.406751,96947.000000,380.000000
1213.329636,2.403435,98235.000000,388.000000
1216.882967,2.371081,99643.000000,424.000000
1221.614063,2.325473,101558.000000,480.000000
1225.157376,2.330355,102920.000000,481.000000
1228.696395,2.305455,104459.000000,517.000000
