Method:,Hadamard 1,,
Host Date-Time:,30/8/23 @ 10:26:37,,
Header Version:,1,,
System Temp (C):,36.52,,
Detector Temp (C):,34.43,,
Humidity (%):,75.21,,
Lamp PD:,123,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.451,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.436938,18269.000000,668.000000
904.739192,1.459057,19684.000000,684.000000
909.949268,1.445538,21675.000000,777.000000
913.851816,1.441316,23482.000000,850.000000
917.750071,1.456036,25749.000000,901.000000
921.644031,1.480001,28448.000000,942.000000
925.533698,1.497824,31685.000000,1007.000000
929.419072,1.512733,35299.000000,1084.000000
933.300152,1.529899,38958.000000,1150.000000
937.176938,1.560036,42411.000000,1168.000000
941.049430,1.594331,45503.000000,1158.000000
944.917629,1.618717,48422.000000,1165.000000
950.068549,1.671274,52118.000000,1111.000000
953.926729,1.686833,54797.000000,1127.000000
957.780616,1.711939,57646.000000,1119.000000
961.630209,1.732200,60453.000000,1120.000000
965.475508,1.730668,63306.000000,1177.000000
969.316514,1.733768,66143.000000,1221.000000
973.153226,1.722268,68846.000000,1305.000000
976.985644,1.708911,71365.000000,1395.000000
980.813769,1.694123,73772.000000,1492.000000
984.637600,1.682634,75891.000000,1576.000000
989.729363,1.656706,78252.000000,1725.000000
993.543176,1.640219,79748.000000,1826.000000
997.352695,1.626931,80903.000000,1910.000000
1001.157920,1.616013,81951.000000,1984.000000
1004.958852,1.614616,82676.000000,2008.000000
1008.755490,1.613473,83280.000000,2028.000000
1012.547834,1.610880,83764.000000,2052.000000
1016.335885,1.614659,84043.000000,2041.000000
1020.119642,1.626320,84173.000000,1990.000000
1023.899105,1.630541,84269.000000,1973.000000
1028.931711,1.640683,84249.000000,1927.000000
1032.701156,1.655780,84151.000000,1859.000000
1036.466307,1.665228,83920.000000,1814.000000
1040.227165,1.685197,83703.000000,1728.000000
