Method:,Hadamard 1,,
Host Date-Time:,8/9/23 @ 12:47:35,,
Header Version:,1,,
System Temp (C):,39.51,,
Detector Temp (C):,37.62,,
Humidity (%):,61.45,,
Lamp PD:,2631,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.450,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.512365,18269.000000,5615.000000
904.739192,0.522599,19684.000000,5909.000000
909.949268,0.510403,21675.000000,6692.000000
913.851816,0.521500,23482.000000,7067.000000
917.750071,0.521291,25749.000000,7753.000000
921.644031,0.531482,28448.000000,8367.000000
925.533698,0.532277,31685.000000,9302.000000
929.419072,0.534630,35299.000000,10307.000000
933.300152,0.534493,38958.000000,11379.000000
937.176938,0.536163,42411.000000,12340.000000
941.049430,0.534940,45503.000000,13277.000000
944.917629,0.533305,48422.000000,14182.000000
950.068549,0.541853,52118.000000,14967.000000
953.926729,0.543522,54797.000000,15676.000000
957.780616,0.553755,57646.000000,16107.000000
961.630209,0.553737,60453.000000,16892.000000
965.475508,0.554725,63306.000000,17649.000000
969.316514,0.557487,66143.000000,18323.000000
973.153226,0.553674,68846.000000,19240.000000
976.985644,0.555681,71365.000000,19852.000000
980.813769,0.549161,73772.000000,20832.000000
984.637600,0.549756,75891.000000,21401.000000
989.729363,0.548377,78252.000000,22137.000000
993.543176,0.540124,79748.000000,22993.000000
997.352695,0.539715,80903.000000,23348.000000
1001.157920,0.534539,81951.000000,23934.000000
1004.958852,0.531737,82676.000000,24302.000000
1008.755490,0.527914,83280.000000,24696.000000
1012.547834,0.520590,83764.000000,25262.000000
1016.335885,0.520661,84043.000000,25342.000000
1020.119642,0.515662,84173.000000,25675.000000
1023.899105,0.512133,84269.000000,25914.000000
1028.931711,0.506171,84249.000000,26266.000000
1032.701156,0.504444,84151.000000,26340.000000
1036.466307,0.502558,83920.000000,26382.000000
1040.227165,0.496425,83703.000000,26688.000000
1043.983729,0.497841,83454.000000,26522.000000
1047.735999,0.493791,83200.000000,26689.000000
1051.483976,0.493607,82984.000000,26631.000000
1055.227659,0.490616,82891.000000,26785.000000
1058.967048,0.490657,82902.000000,26786.000000
1062.702144,0.489124,82983.000000,26907.000000
1066.432946,0.487693,83085.000000,27029.000000
1071.400670,0.486937,83272.000000,27137.000000
1075.121453,0.483927,83611.000000,27437.000000
1078.837943,0.484686,83910.000000,27487.000000
1082.550140,0.485803,84123.000000,27486.000000
1086.258042,0.482318,84498.000000,27831.000000
1089.961651,0.485873,84758.000000,27689.000000
1093.660967,0.486420,85070.000000,27756.000000
1097.355988,0.488469,85377.000000,27725.000000
1101.046716,0.489583,85627.000000,27735.000000
1104.733151,0.489167,85977.000000,27875.000000
1109.641718,0.494620,86198.000000,27598.000000
1113.318133,0.494049,86300.000000,27667.000000
1116.990256,0.493150,86380.000000,27750.000000
1120.658084,0.498305,86438.000000,27441.000000
1124.321619,0.499266,86497.000000,27399.000000
1127.980861,0.503338,86496.000000,27143.000000
1131.635808,0.512001,86467.000000,26598.000000
1135.286462,0.521290,86483.000000,26040.000000
1138.932822,0.536423,86496.000000,25152.000000
1142.574889,0.551154,86410.000000,24289.000000
1147.424299,0.572163,86563.000000,23183.000000
1151.056347,0.581907,86656.000000,22693.000000
1154.684102,0.594201,86693.000000,22069.000000
1158.307563,0.596352,86776.000000,21981.000000
1161.926730,0.599768,86932.000000,21848.000000
1165.541603,0.603529,87054.000000,21690.000000
1169.152183,0.603046,87266.000000,21767.000000
1172.758470,0.602100,87564.000000,21889.000000
1176.360462,0.602993,88025.000000,21959.000000
