Method:,Hadamard 1,,
Host Date-Time:,8/9/23 @ 12:45:11,,
Header Version:,1,,
System Temp (C):,39.34,,
Detector Temp (C):,37.54,,
Humidity (%):,61.76,,
Lamp PD:,2645,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.446,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.462719,18269.000000,6295.000000
904.739192,0.461413,19684.000000,6803.000000
909.949268,0.463919,21675.000000,7448.000000
913.851816,0.464508,23482.000000,8058.000000
917.750071,0.468306,25749.000000,8759.000000
921.644031,0.474822,28448.000000,9533.000000
925.533698,0.480866,31685.000000,10471.000000
929.419072,0.483005,35299.000000,11608.000000
933.300152,0.486690,38958.000000,12703.000000
937.176938,0.485339,42411.000000,13872.000000
941.049430,0.484271,45503.000000,14920.000000
944.917629,0.487735,48422.000000,15751.000000
950.068549,0.492843,52118.000000,16755.000000
953.926729,0.498732,54797.000000,17379.000000
957.780616,0.503763,57646.000000,18072.000000
961.630209,0.509692,60453.000000,18695.000000
965.475508,0.511165,63306.000000,19511.000000
969.316514,0.512517,66143.000000,20322.000000
973.153226,0.512692,68846.000000,21144.000000
976.985644,0.512447,71365.000000,21930.000000
980.813769,0.510891,73772.000000,22751.000000
984.637600,0.509141,75891.000000,23499.000000
989.729363,0.504861,78252.000000,24470.000000
993.543176,0.501769,79748.000000,25116.000000
997.352695,0.497289,80903.000000,25744.000000
1001.157920,0.494028,81951.000000,26274.000000
1004.958852,0.488645,82676.000000,26837.000000
1008.755490,0.485381,83280.000000,27237.000000
1012.547834,0.479435,83764.000000,27773.000000
1016.335885,0.476476,84043.000000,28056.000000
1020.119642,0.473770,84173.000000,28275.000000
1023.899105,0.469712,84269.000000,28573.000000
1028.931711,0.465103,84249.000000,28871.000000
1032.701156,0.462556,84151.000000,29007.000000
1036.466307,0.458646,83920.000000,29189.000000
1040.227165,0.456793,83703.000000,29238.000000
1043.983729,0.454091,83454.000000,29333.000000
1047.735999,0.452441,83200.000000,29355.000000
1051.483976,0.450603,82984.000000,29403.000000
1055.227659,0.449024,82891.000000,29477.000000
1058.967048,0.447728,82902.000000,29569.000000
1062.702144,0.447668,82983.000000,29602.000000
1066.432946,0.446342,83085.000000,29729.000000
1071.400670,0.444726,83272.000000,29907.000000
1075.121453,0.444650,83611.000000,30034.000000
1078.837943,0.444210,83910.000000,30172.000000
1082.550140,0.443243,84123.000000,30316.000000
1086.258042,0.444159,84498.000000,30387.000000
1089.961651,0.444337,84758.000000,30468.000000
1093.660967,0.445420,85070.000000,30504.000000
1097.355988,0.446799,85377.000000,30517.000000
1101.046716,0.447955,85627.000000,30525.000000
1104.733151,0.449926,85977.000000,30511.000000
1109.641718,0.451539,86198.000000,30476.000000
1113.318133,0.452409,86300.000000,30451.000000
1116.990256,0.454885,86380.000000,30306.000000
1120.658084,0.456655,86438.000000,30203.000000
1124.321619,0.459865,86497.000000,30001.000000
1127.980861,0.465499,86496.000000,29614.000000
1131.635808,0.473271,86467.000000,29079.000000
1135.286462,0.484623,86483.000000,28334.000000
1138.932822,0.499769,86496.000000,27367.000000
1142.574889,0.515075,86410.000000,26393.000000
1147.424299,0.535949,86563.000000,25199.000000
1151.056347,0.546811,86656.000000,24603.000000
1154.684102,0.556093,86693.000000,24093.000000
1158.307563,0.561713,86776.000000,23806.000000
1161.926730,0.566360,86932.000000,23595.000000
1165.541603,0.567908,87054.000000,23544.000000
1169.152183,0.569592,87266.000000,23510.000000
1172.758470,0.569874,87564.000000,23575.000000
1176.360462,0.570206,88025.000000,23681.000000
1179.958161,0.569962,88414.000000,23799.000000
1184.748414,0.572676,89413.000000,23918.000000
1188.336095,0.573595,90258.000000,24093.000000
1191.919482,0.574626,91201.000000,24287.000000
1195.498575,0.576523,92249.000000,24459.000000
1199.073374,0.576857,93241.000000,24703.000000
1202.643880,0.577307,94422.000000,24990.000000
1206.210092,0.576200,95693.000000,25391.000000
1209.772011,0.573402,96947.000000,25890.000000
1213.329636,0.571238,98235.000000,26365.000000
1216.882967,0.567163,99643.000000,26995.000000
1221.614063,0.563796,101558.000000,27728.000000
1225.157376,0.562112,102920.000000,28209.000000
1228.696395,0.558364,104459.000000,28879.000000
1232.231121,0.555856,106001.000000,29475.000000
1235.761552,0.553182,107602.000000,30105.000000
1239.287691,0.550618,109122.000000,30711.000000
1242.809535,0.547264,110606.000000,31370.000000
1246.327086,0.544878,112195.000000,31996.000000
1249.840343,0.542809,113829.000000,32617.000000
1253.349307,0.540659,115465.000000,33250.000000
