Method:,Hadamard 1,,
Host Date-Time:,8/9/23 @ 12:43:13,,
Header Version:,1,,
System Temp (C):,39.12,,
Detector Temp (C):,37.68,,
Humidity (%):,62.56,,
Lamp PD:,2631,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.444,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.497613,18269.000000,5809.000000
904.739192,0.485430,19684.000000,6437.000000
909.949268,0.485803,21675.000000,7082.000000
913.851816,0.487926,23482.000000,7635.000000
917.750071,0.499070,25749.000000,8160.000000
921.644031,0.507599,28448.000000,8840.000000
925.533698,0.514664,31685.000000,9687.000000
929.419072,0.512333,35299.000000,10850.000000
933.300152,0.506951,38958.000000,12124.000000
937.176938,0.516754,42411.000000,12904.000000
941.049430,0.512253,45503.000000,13989.000000
944.917629,0.510402,48422.000000,14950.000000
950.068549,0.514254,52118.000000,15949.000000
953.926729,0.523860,54797.000000,16402.000000
957.780616,0.536443,57646.000000,16762.000000
961.630209,0.531682,60453.000000,17772.000000
965.475508,0.538069,63306.000000,18339.000000
969.316514,0.538360,66143.000000,19148.000000
973.153226,0.542180,68846.000000,19756.000000
976.985644,0.533963,71365.000000,20870.000000
980.813769,0.529555,73772.000000,21794.000000
984.637600,0.537965,75891.000000,21990.000000
989.729363,0.525543,78252.000000,23332.000000
993.543176,0.519937,79748.000000,24087.000000
997.352695,0.518019,80903.000000,24544.000000
1001.157920,0.514903,81951.000000,25041.000000
1004.958852,0.511743,82676.000000,25447.000000
1008.755490,0.504716,83280.000000,26051.000000
1012.547834,0.501305,83764.000000,26409.000000
1016.335885,0.498641,84043.000000,26660.000000
1020.119642,0.496342,84173.000000,26843.000000
1023.899105,0.489251,84269.000000,27316.000000
1028.931711,0.481020,84249.000000,27832.000000
1032.701156,0.484481,84151.000000,27579.000000
1036.466307,0.475345,83920.000000,28088.000000
1040.227165,0.471001,83703.000000,28297.000000
1043.983729,0.472046,83454.000000,28145.000000
1047.735999,0.469936,83200.000000,28196.000000
1051.483976,0.467561,82984.000000,28277.000000
1055.227659,0.466169,82891.000000,28336.000000
1058.967048,0.463766,82902.000000,28497.000000
1062.702144,0.463840,82983.000000,28520.000000
1066.432946,0.465562,83085.000000,28442.000000
1071.400670,0.459181,83272.000000,28928.000000
1075.121453,0.456598,83611.000000,29219.000000
1078.837943,0.463126,83910.000000,28886.000000
1082.550140,0.457100,84123.000000,29364.000000
1086.258042,0.455863,84498.000000,29579.000000
1089.961651,0.457829,84758.000000,29536.000000
1093.660967,0.461666,85070.000000,29384.000000
1097.355988,0.462167,85377.000000,29456.000000
1101.046716,0.461671,85627.000000,29576.000000
