Method:,Hadamard 1,,
Host Date-Time:,8/9/23 @ 12:44:46,,
Header Version:,1,,
System Temp (C):,39.28,,
Detector Temp (C):,37.71,,
Humidity (%):,61.91,,
Lamp PD:,2635,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.452,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.523886,18269.000000,5468.000000
904.739192,0.537097,19684.000000,5715.000000
909.949268,0.525189,21675.000000,6468.000000
913.851816,0.538737,23482.000000,6792.000000
917.750071,0.538022,25749.000000,7460.000000
921.644031,0.554122,28448.000000,7942.000000
925.533698,0.550830,31685.000000,8913.000000
929.419072,0.547155,35299.000000,10014.000000
933.300152,0.557294,38958.000000,10797.000000
937.176938,0.558847,42411.000000,11712.000000
941.049430,0.555744,45503.000000,12656.000000
944.917629,0.562532,48422.000000,13259.000000
950.068549,0.570705,52118.000000,14005.000000
953.926729,0.583390,54797.000000,14301.000000
957.780616,0.590772,57646.000000,14791.000000
961.630209,0.591451,60453.000000,15487.000000
965.475508,0.592359,63306.000000,16184.000000
969.316514,0.597429,66143.000000,16713.000000
973.153226,0.591503,68846.000000,17635.000000
976.985644,0.591034,71365.000000,18300.000000
980.813769,0.585609,73772.000000,19155.000000
984.637600,0.586518,75891.000000,19664.000000
989.729363,0.581848,78252.000000,20495.000000
993.543176,0.575056,79748.000000,21216.000000
997.352695,0.573049,80903.000000,21623.000000
1001.157920,0.565503,81951.000000,22287.000000
1004.958852,0.564946,82676.000000,22513.000000
1008.755490,0.557474,83280.000000,23071.000000
1012.547834,0.548914,83764.000000,23667.000000
1016.335885,0.549350,84043.000000,23722.000000
1020.119642,0.541088,84173.000000,24215.000000
1023.899105,0.534327,84269.000000,24623.000000
1028.931711,0.529313,84249.000000,24903.000000
1032.701156,0.525922,84151.000000,25069.000000
1036.466307,0.521037,83920.000000,25283.000000
1040.227165,0.516422,83703.000000,25487.000000
1043.983729,0.515094,83454.000000,25489.000000
1047.735999,0.510697,83200.000000,25670.000000
1051.483976,0.511859,82984.000000,25535.000000
1055.227659,0.506753,82891.000000,25808.000000
1058.967048,0.507855,82902.000000,25746.000000
1062.702144,0.505321,82983.000000,25922.000000
1066.432946,0.502716,83085.000000,26110.000000
1071.400670,0.498057,83272.000000,26451.000000
1075.121453,0.499083,83611.000000,26496.000000
1078.837943,0.499340,83910.000000,26575.000000
1082.550140,0.498452,84123.000000,26697.000000
1086.258042,0.498355,84498.000000,26822.000000
1089.961651,0.501604,84758.000000,26704.000000
1093.660967,0.502501,85070.000000,26747.000000
1097.355988,0.507424,85377.000000,26541.000000
1101.046716,0.506865,85627.000000,26653.000000
1104.733151,0.508522,85977.000000,26660.000000
1109.641718,0.515988,86198.000000,26273.000000
1113.318133,0.514226,86300.000000,26411.000000
1116.990256,0.515583,86380.000000,26353.000000
1120.658084,0.523673,86438.000000,25884.000000
1124.321619,0.524339,86497.000000,25862.000000
1127.980861,0.528519,86496.000000,25614.000000
1131.635808,0.543416,86467.000000,24742.000000
1135.286462,0.554842,86483.000000,24104.000000
1138.932822,0.575249,86496.000000,23001.000000
1142.574889,0.592093,86410.000000,22104.000000
1147.424299,0.616854,86563.000000,20916.000000
1151.056347,0.631159,86656.000000,20260.000000
1154.684102,0.644887,86693.000000,19638.000000
1158.307563,0.644949,86776.000000,19654.000000
1161.926730,0.651960,86932.000000,19374.000000
1165.541603,0.653602,87054.000000,19328.000000
1169.152183,0.652439,87266.000000,19427.000000
1172.758470,0.649361,87564.000000,19632.000000
1176.360462,0.653859,88025.000000,19532.000000
1179.958161,0.651680,88414.000000,19717.000000
1184.748414,0.654692,89413.000000,19802.000000
1188.336095,0.654847,90258.000000,19982.000000
1191.919482,0.659230,91201.000000,19988.000000
1195.498575,0.662934,92249.000000,20046.000000
1199.073374,0.662389,93241.000000,20287.000000
1202.643880,0.661396,94422.000000,20591.000000
1206.210092,0.661337,95693.000000,20871.000000
1209.772011,0.657605,96947.000000,21327.000000
1213.329636,0.654887,98235.000000,21746.000000
1216.882967,0.653465,99643.000000,22130.000000
1221.614063,0.650382,101558.000000,22716.000000
1225.157376,0.643767,102920.000000,23374.000000
1228.696395,0.639187,104459.000000,23975.000000
1232.231121,0.640670,106001.000000,24246.000000
1235.761552,0.633429,107602.000000,25026.000000
1239.287691,0.627439,109122.000000,25732.000000
1242.809535,0.627671,110606.000000,26068.000000
1246.327086,0.623837,112195.000000,26677.000000
1249.840343,0.618645,113829.000000,27391.000000
1253.349307,0.619610,115465.000000,27723.000000
1258.021246,0.615274,117559.000000,28509.000000
1261.520191,0.615249,119218.000000,28913.000000
1265.014842,0.614629,121045.000000,29398.000000
1268.505200,0.611184,122707.000000,30039.000000
1271.991264,0.611865,124487.000000,30427.000000
1275.473035,0.614625,126207.000000,30652.000000
1278.950512,0.610941,127852.000000,31316.000000
1282.423695,0.612221,129253.000000,31566.000000
1285.892584,0.614660,130722.000000,31746.000000
1289.357180,0.619447,131838.000000,31666.000000
1293.969962,0.623990,133363.000000,31699.000000
1297.424540,0.629371,134097.000000,31481.000000
1300.874824,0.635733,134896.000000,31208.000000
1304.320814,0.640876,135580.000000,30997.000000
1307.762510,0.651610,136229.000000,30385.000000
1311.199913,0.657380,136606.000000,30067.000000
1314.633022,0.664027,136992.000000,29694.000000
1318.061837,0.678162,137473.000000,28844.000000
