Method:,Hadamard 1,,
Host Date-Time:,21/9/23 @ 15:50:50,,
Header Version:,1,,
System Temp (C):,43.48,,
Detector Temp (C):,41.68,,
Humidity (%):,47.79,,
Lamp PD:,122,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.454,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.616686,18269.000000,4416.000000
904.739192,0.630036,19684.000000,4614.000000
909.949268,0.609395,21675.000000,5328.000000
913.851816,0.636896,23482.000000,5418.000000
917.750071,0.645390,25749.000000,5826.000000
921.644031,0.667939,28448.000000,6111.000000
925.533698,0.677249,31685.000000,6662.000000
929.419072,0.701302,35299.000000,7022.000000
933.300152,0.717276,38958.000000,7470.000000
937.176938,0.729082,42411.000000,7914.000000
941.049430,0.730670,45503.000000,8460.000000
944.917629,0.744875,48422.000000,8713.000000
950.068549,0.750330,52118.000000,9261.000000
953.926729,0.754094,54797.000000,9653.000000
957.780616,0.750936,57646.000000,10229.000000
961.630209,0.746509,60453.000000,10837.000000
965.475508,0.741238,63306.000000,11487.000000
969.316514,0.734765,66143.000000,12182.000000
973.153226,0.726549,68846.000000,12922.000000
976.985644,0.707885,71365.000000,13983.000000
980.813769,0.708234,73772.000000,14443.000000
984.637600,0.702654,75891.000000,15050.000000
989.729363,0.687101,78252.000000,16084.000000
993.543176,0.693359,79748.000000,16157.000000
997.352695,0.690560,80903.000000,16497.000000
1001.157920,0.695150,81951.000000,16535.000000
1004.958852,0.698188,82676.000000,16565.000000
1008.755490,0.708566,83280.000000,16292.000000
1012.547834,0.722371,83764.000000,15874.000000
1016.335885,0.731962,84043.000000,15579.000000
1020.119642,0.751579,84173.000000,14914.000000
1023.899105,0.764629,84269.000000,14489.000000
1028.931711,0.793850,84249.000000,13543.000000
1032.701156,0.805671,84151.000000,13164.000000
1036.466307,0.825187,83920.000000,12551.000000
1040.227165,0.844284,83703.000000,11980.000000
1043.983729,0.851853,83454.000000,11738.000000
1047.735999,0.866930,83200.000000,11303.000000
1051.483976,0.876773,82984.000000,11021.000000
1055.227659,0.891933,82891.000000,10631.000000
1058.967048,0.886309,82902.000000,10771.000000
1062.702144,0.898255,82983.000000,10489.000000
1066.432946,0.890423,83085.000000,10693.000000
1071.400670,0.898401,83272.000000,10522.000000
1075.121453,0.886594,83611.000000,10856.000000
1078.837943,0.891195,83910.000000,10780.000000
1082.550140,0.883838,84123.000000,10992.000000
1086.258042,0.885138,84498.000000,11008.000000
1089.961651,0.876295,84758.000000,11269.000000
1093.660967,0.878045,85070.000000,11265.000000
1097.355988,0.877494,85377.000000,11320.000000
1101.046716,0.879417,85627.000000,11303.000000
1104.733151,0.884544,85977.000000,11216.000000
1109.641718,0.890644,86198.000000,11088.000000
1113.318133,0.904239,86300.000000,10759.000000
1116.990256,0.912338,86380.000000,10570.000000
1120.658084,0.926787,86438.000000,10231.000000
1124.321619,0.943124,86497.000000,9860.000000
1127.980861,0.955087,86496.000000,9592.000000
1131.635808,0.971366,86467.000000,9236.000000
1135.286462,0.987297,86483.000000,8905.000000
1138.932822,0.996181,86496.000000,8726.000000
1142.574889,1.014098,86410.000000,8365.000000
1147.424299,1.024685,86563.000000,8178.000000
1151.056347,1.028671,86656.000000,8112.000000
1154.684102,1.042506,86693.000000,7861.000000
1158.307563,1.046472,86776.000000,7797.000000
1161.926730,1.065336,86932.000000,7479.000000
1165.541603,1.056468,87054.000000,7644.000000
1169.152183,1.070792,87266.000000,7414.000000
1172.758470,1.061969,87564.000000,7592.000000
1176.360462,1.076256,88025.000000,7385.000000
1179.958161,1.076293,88414.000000,7417.000000
1184.748414,1.056199,89413.000000,7856.000000
1188.336095,1.067250,90258.000000,7731.000000
1191.919482,1.050497,91201.000000,8119.000000
1195.498575,1.053751,92249.000000,8151.000000
1199.073374,1.031287,93241.000000,8676.000000
1202.643880,1.036754,94422.000000,8676.000000
1206.210092,1.026059,95693.000000,9012.000000
1209.772011,1.020346,96947.000000,9251.000000
1213.329636,1.010176,98235.000000,9596.000000
1216.882967,1.007842,99643.000000,9786.000000
1221.614063,1.000034,101558.000000,10155.000000
1225.157376,0.995675,102920.000000,10395.000000
1228.696395,0.995693,104459.000000,10550.000000
1232.231121,0.990441,106001.000000,10836.000000
1235.761552,0.990309,107602.000000,11003.000000
1239.287691,0.993765,109122.000000,11070.000000
1242.809535,0.994561,110606.000000,11200.000000
1246.327086,0.996818,112195.000000,11302.000000
1249.840343,1.002906,113829.000000,11307.000000
1253.349307,1.006766,115465.000000,11368.000000
1258.021246,1.014075,117559.000000,11381.000000
1261.520191,1.024264,119218.000000,11274.000000
1265.014842,1.027836,121045.000000,11353.000000
1268.505200,1.037177,122707.000000,11264.000000
1271.991264,1.047927,124487.000000,11148.000000
1275.473035,1.056622,126207.000000,11078.000000
1278.950512,1.051865,127852.000000,11346.000000
1282.423695,1.077454,129253.000000,10814.000000
1285.892584,1.078723,130722.000000,10905.000000
1289.357180,1.089765,131838.000000,10722.000000
1293.969962,1.113761,133363.000000,10263.000000
1297.424540,1.113025,134097.000000,10337.000000
1300.874824,1.125635,134896.000000,10101.000000
1304.320814,1.133849,135580.000000,9962.000000
1307.762510,1.149158,136229.000000,9663.000000
1311.199913,1.153878,136606.000000,9585.000000
1314.633022,1.160529,136992.000000,9466.000000
1318.061837,1.164305,137473.000000,9417.000000
1321.486359,1.173624,137770.000000,9237.000000
1324.906587,1.176028,137920.000000,9196.000000
1328.322522,1.182776,138008.000000,9060.000000
1332.870422,1.186521,138020.000000,8983.000000
1336.276338,1.190984,137847.000000,8880.000000
1339.677961,1.195114,137691.000000,8786.000000
1343.075289,1.208930,137466.000000,8497.000000
1346.468324,1.199295,137219.000000,8672.000000
1349.857066,1.226164,136769.000000,8125.000000
1353.241514,1.239648,136220.000000,7845.000000
1356.621668,1.265022,135819.000000,7378.000000
1359.997528,1.278952,135437.000000,7125.000000
1363.369095,1.313326,134947.000000,6559.000000
1367.857839,1.317614,134229.000000,6460.000000
1371.219387,1.349624,133782.000000,5981.000000
1374.576642,1.354770,133317.000000,5890.000000
1377.929603,1.380064,132795.000000,5535.000000
1381.278270,1.409736,132372.000000,5153.000000
