Method:,Hadamard 1,,
Host Date-Time:,3/11/23 @ 13:51:33,,
Header Version:,1,,
System Temp (C):,42.9,,
Detector Temp (C):,41.27,,
Humidity (%):,51.81,,
Lamp PD:,121,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.455,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.414759,18269.000000,703.000000
904.739192,1.417318,19684.000000,753.000000
909.949268,1.410132,21675.000000,843.000000
913.851816,1.438261,23482.000000,856.000000
917.750071,1.457484,25749.000000,898.000000
921.644031,1.469975,28448.000000,964.000000
925.533698,1.499553,31685.000000,1003.000000
929.419072,1.526573,35299.000000,1050.000000
933.300152,1.559188,38958.000000,1075.000000
937.176938,1.580204,42411.000000,1115.000000
941.049430,1.592087,45503.000000,1164.000000
944.917629,1.629664,48422.000000,1136.000000
950.068549,1.652156,52118.000000,1161.000000
953.926729,1.677304,54797.000000,1152.000000
957.780616,1.690731,57646.000000,1175.000000
961.630209,1.696842,60453.000000,1215.000000
965.475508,1.695935,63306.000000,1275.000000
969.316514,1.700898,66143.000000,1317.000000
973.153226,1.677710,68846.000000,1446.000000
976.985644,1.673933,71365.000000,1512.000000
980.813769,1.668960,73772.000000,1581.000000
984.637600,1.653590,75891.000000,1685.000000
989.729363,1.628678,78252.000000,1840.000000
993.543176,1.620914,79748.000000,1909.000000
997.352695,1.615487,80903.000000,1961.000000
1001.157920,1.612307,81951.000000,2001.000000
1004.958852,1.613104,82676.000000,2015.000000
1008.755490,1.616266,83280.000000,2015.000000
1012.547834,1.618352,83764.000000,2017.000000
1016.335885,1.626741,84043.000000,1985.000000
1020.119642,1.639615,84173.000000,1930.000000
1023.899105,1.652898,84269.000000,1874.000000
1028.931711,1.674413,84249.000000,1783.000000
1032.701156,1.677331,84151.000000,1769.000000
1036.466307,1.692141,83920.000000,1705.000000
1040.227165,1.701327,83703.000000,1665.000000
1043.983729,1.711396,83454.000000,1622.000000
1047.735999,1.725332,83200.000000,1566.000000
1051.483976,1.723925,82984.000000,1567.000000
1055.227659,1.741260,82891.000000,1504.000000
1058.967048,1.735580,82902.000000,1524.000000
1062.702144,1.742319,82983.000000,1502.000000
1066.432946,1.736253,83085.000000,1525.000000
1071.400670,1.727374,83272.000000,1560.000000
1075.121453,1.723881,83611.000000,1579.000000
1078.837943,1.720781,83910.000000,1596.000000
1082.550140,1.709277,84123.000000,1643.000000
1086.258042,1.710153,84498.000000,1647.000000
1089.961651,1.704425,84758.000000,1674.000000
1093.660967,1.715463,85070.000000,1638.000000
1097.355988,1.710188,85377.000000,1664.000000
1101.046716,1.713550,85627.000000,1656.000000
1104.733151,1.726479,85977.000000,1614.000000
1109.641718,1.737390,86198.000000,1578.000000
1113.318133,1.753311,86300.000000,1523.000000
1116.990256,1.771466,86380.000000,1462.000000
1120.658084,1.788719,86438.000000,1406.000000
1124.321619,1.812171,86497.000000,1333.000000
1127.980861,1.839045,86496.000000,1253.000000
1131.635808,1.889965,86467.000000,1114.000000
1135.286462,1.923672,86483.000000,1031.000000
1138.932822,1.983236,86496.000000,899.000000
1142.574889,2.037839,86410.000000,792.000000
1147.424299,2.127100,86563.000000,646.000000
1151.056347,2.169161,86656.000000,587.000000
1154.684102,2.208819,86693.000000,536.000000
1158.307563,2.218240,86776.000000,525.000000
1161.926730,2.279263,86932.000000,457.000000
1165.541603,2.277976,87054.000000,459.000000
1169.152183,2.280929,87266.000000,457.000000
1172.758470,2.274873,87564.000000,465.000000
1176.360462,2.306117,88025.000000,435.000000
1179.958161,2.291383,88414.000000,452.000000
1184.748414,2.283015,89413.000000,466.000000
1188.336095,2.291785,90258.000000,461.000000
1191.919482,2.308722,91201.000000,448.000000
1195.498575,2.297509,92249.000000,465.000000
1199.073374,2.265456,93241.000000,506.000000
1202.643880,2.286653,94422.000000,488.000000
1206.210092,2.250098,95693.000000,538.000000
1209.772011,2.248547,96947.000000,547.000000
1213.329636,2.223628,98235.000000,587.000000
1216.882967,2.213830,99643.000000,609.000000
1221.614063,2.194469,101558.000000,649.000000
1225.157376,2.173022,102920.000000,691.000000
1228.696395,2.165856,104459.000000,713.000000
1232.231121,2.151408,106001.000000,748.000000
1235.761552,2.149865,107602.000000,762.000000
1239.287691,2.148611,109122.000000,775.000000
1242.809535,2.137983,110606.000000,805.000000
1246.327086,2.130372,112195.000000,831.000000
1249.840343,2.142439,113829.000000,820.000000
1253.349307,2.150760,115465.000000,816.000000
1258.021246,2.132237,117559.000000,867.000000
1261.520191,2.151030,119218.000000,842.000000
1265.014842,2.141933,121045.000000,873.000000
1268.505200,2.158940,122707.000000,851.000000
1271.991264,2.170845,124487.000000,840.000000
1275.473035,2.189393,126207.000000,816.000000
1278.950512,2.178312,127852.000000,848.000000
1282.423695,2.223261,129253.000000,773.000000
