Method:,Hadamard 1,,
Host Date-Time:,1/10/23 @ 10:10:2,,
Header Version:,1,,
System Temp (C):,39.33,,
Detector Temp (C):,37.28,,
Humidity (%):,67.3,,
Lamp PD:,122,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.457,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.303151,18269.000000,909.000000
904.739192,1.284238,19684.000000,1023.000000
909.949268,1.292597,21675.000000,1105.000000
913.851816,1.304782,23482.000000,1164.000000
917.750071,1.320150,25749.000000,1232.000000
921.644031,1.340777,28448.000000,1298.000000
925.533698,1.368914,31685.000000,1355.000000
929.419072,1.399160,35299.000000,1408.000000
933.300152,1.426244,38958.000000,1460.000000
937.176938,1.451098,42411.000000,1501.000000
941.049430,1.500281,45503.000000,1438.000000
944.917629,1.526379,48422.000000,1441.000000
950.068549,1.579317,52118.000000,1373.000000
953.926729,1.611328,54797.000000,1341.000000
957.780616,1.648164,57646.000000,1296.000000
961.630209,1.664810,60453.000000,1308.000000
965.475508,1.665994,63306.000000,1366.000000
969.316514,1.660616,66143.000000,1445.000000
973.153226,1.643920,68846.000000,1563.000000
976.985644,1.640499,71365.000000,1633.000000
980.813769,1.611896,73772.000000,1803.000000
984.637600,1.593509,75891.000000,1935.000000
989.729363,1.574598,78252.000000,2084.000000
993.543176,1.550117,79748.000000,2247.000000
997.352695,1.539306,80903.000000,2337.000000
1001.157920,1.530098,81951.000000,2418.000000
1004.958852,1.523804,82676.000000,2475.000000
1008.755490,1.525564,83280.000000,2483.000000
1012.547834,1.518566,83764.000000,2538.000000
1016.335885,1.524482,84043.000000,2512.000000
1020.119642,1.534591,84173.000000,2458.000000
1023.899105,1.545095,84269.000000,2402.000000
1028.931711,1.556349,84249.000000,2340.000000
1032.701156,1.575005,84151.000000,2239.000000
1036.466307,1.586007,83920.000000,2177.000000
1040.227165,1.606561,83703.000000,2071.000000
1043.983729,1.619766,83454.000000,2003.000000
1047.735999,1.628089,83200.000000,1959.000000
1051.483976,1.636826,82984.000000,1915.000000
1055.227659,1.642505,82891.000000,1888.000000
1058.967048,1.660167,82902.000000,1813.000000
1062.702144,1.649710,82983.000000,1859.000000
1066.432946,1.661844,83085.000000,1810.000000
1071.400670,1.656153,83272.000000,1838.000000
1075.121453,1.649031,83611.000000,1876.000000
1078.837943,1.644832,83910.000000,1901.000000
1082.550140,1.629128,84123.000000,1976.000000
1086.258042,1.627993,84498.000000,1990.000000
1089.961651,1.621327,84758.000000,2027.000000
1093.660967,1.625717,85070.000000,2014.000000
1097.355988,1.616631,85377.000000,2064.000000
1101.046716,1.619376,85627.000000,2057.000000
1104.733151,1.627957,85977.000000,2025.000000
1109.641718,1.641472,86198.000000,1968.000000
1113.318133,1.651355,86300.000000,1926.000000
1116.990256,1.673251,86380.000000,1833.000000
1120.658084,1.685797,86438.000000,1782.000000
1124.321619,1.714285,86497.000000,1670.000000
1127.980861,1.751171,86496.000000,1534.000000
1131.635808,1.793211,86467.000000,1392.000000
1135.286462,1.846673,86483.000000,1231.000000
1138.932822,1.910463,86496.000000,1063.000000
1142.574889,1.994556,86410.000000,875.000000
1147.424299,2.076994,86563.000000,725.000000
1151.056347,2.114977,86656.000000,665.000000
1154.684102,2.186705,86693.000000,564.000000
1158.307563,2.206006,86776.000000,540.000000
1161.926730,2.243698,86932.000000,496.000000
1165.541603,2.258547,87054.000000,480.000000
1169.152183,2.282834,87266.000000,455.000000
1172.758470,2.282409,87564.000000,457.000000
1176.360462,2.263365,88025.000000,480.000000
1179.958161,2.311037,88414.000000,432.000000
1184.748414,2.306962,89413.000000,441.000000
1188.336095,2.303239,90258.000000,449.000000
1191.919482,2.318525,91201.000000,438.000000
1195.498575,2.312715,92249.000000,449.000000
1199.073374,2.305906,93241.000000,461.000000
1202.643880,2.273505,94422.000000,503.000000
1206.210092,2.275872,95693.000000,507.000000
1209.772011,2.251735,96947.000000,543.000000
1213.329636,2.214839,98235.000000,599.000000
1216.882967,2.208162,99643.000000,617.000000
1221.614063,2.197828,101558.000000,644.000000
1225.157376,2.194274,102920.000000,658.000000
1228.696395,2.167076,104459.000000,711.000000
1232.231121,2.156078,106001.000000,740.000000
1235.761552,2.151579,107602.000000,759.000000
1239.287691,2.129427,109122.000000,810.000000
1242.809535,2.131025,110606.000000,818.000000
1246.327086,2.123631,112195.000000,844.000000
1249.840343,2.108819,113829.000000,886.000000
1253.349307,2.114527,115465.000000,887.000000
1258.021246,2.112649,117559.000000,907.000000
1261.520191,2.108794,119218.000000,928.000000
1265.014842,2.124383,121045.000000,909.000000
1268.505200,2.133182,122707.000000,903.000000
1271.991264,2.124777,124487.000000,934.000000
1275.473035,2.152182,126207.000000,889.000000
1278.950512,2.168688,127852.000000,867.000000
1282.423695,2.169929,129253.000000,874.000000
1285.892584,2.224811,130722.000000,779.000000
1289.357180,2.224066,131838.000000,787.000000
1293.969962,2.266498,133363.000000,722.000000
1297.424540,2.298115,134097.000000,675.000000
1300.874824,2.329970,134896.000000,631.000000
1304.320814,2.359874,135580.000000,592.000000
1307.762510,2.377633,136229.000000,571.000000
1311.199913,2.421979,136606.000000,517.000000
1314.633022,2.461834,136992.000000,473.000000
1318.061837,2.500728,137473.000000,434.000000
1321.486359,2.595087,137770.000000,350.000000
1324.906587,2.596802,137920.000000,349.000000
1328.322522,2.674521,138008.000000,292.000000
1332.870422,2.705373,138020.000000,272.000000
1336.276338,2.781462,137847.000000,228.000000
1339.677961,2.798461,137691.000000,219.000000
1343.075289,2.813913,137466.000000,211.000000
1346.468324,2.930588,137219.000000,161.000000
1349.857066,2.965726,136769.000000,148.000000
1353.241514,2.903792,136220.000000,170.000000
1356.621668,3.087638,135819.000000,111.000000
1359.997528,3.127416,135437.000000,101.000000
1363.369095,3.134528,134947.000000,99.000000
1367.857839,3.102540,134229.000000,106.000000
1371.219387,3.394004,133782.000000,54.000000
1374.576642,3.392492,133317.000000,54.000000
1377.929603,3.844428,132795.000000,19.000000
1381.278270,3.498547,132372.000000,42.000000
1384.622644,3.778546,132120.000000,22.000000
1387.962724,4.041073,131903.000000,12.000000
1391.298510,4.517377,131655.000000,4.000000
1394.630003,4.076925,131316.000000,11.000000
1397.957202,3.940888,130912.000000,15.000000
1402.386789,4.211684,130249.000000,8.000000
1405.703969,4.811498,129577.000000,2.000000
1409.016856,3.906776,129091.000000,16.000000
1412.325449,4.410460,128656.000000,5.000000
1415.629749,nan,128099.000000,-11.000000
1418.929755,3.561721,127582.000000,35.000000
1422.225467,3.990479,127181.000000,13.000000
1425.516886,3.688420,126880.000000,26.000000
1428.804011,nan,126593.000000,-7.000000
1432.086843,3.759318,126398.000000,22.000000
1436.457272,nan,126107.000000,-7.000000
1439.730085,3.401325,125978.000000,50.000000
1442.998604,4.623118,125962.000000,3.000000
1446.262830,nan,125787.000000,-13.000000
1449.522762,4.057566,125591.000000,11.000000
1452.778400,nan,125464.000000,-12.000000
1456.029745,3.506439,125171.000000,39.000000
1459.276796,nan,124909.000000,-12.000000
1462.519553,3.680517,124592.000000,26.000000
1465.758017,4.395361,124260.000000,5.000000
1470.069290,nan,123684.000000,-20.000000
1473.297735,3.768709,123290.000000,21.000000
1476.521886,3.788115,122785.000000,20.000000
1479.741744,nan,122278.000000,-16.000000
1482.957309,nan,121732.000000,-10.000000
1486.168579,4.384343,121147.000000,5.000000
1489.375556,4.039620,120507.000000,11.000000
1492.578239,nan,119914.000000,-4.000000
1495.776629,3.733843,119197.000000,22.000000
1498.970725,nan,118537.000000,-9.000000
