Method:,Hadamard 1,,
Host Date-Time:,16/11/23 @ 14:54:44,,
Header Version:,1,,
System Temp (C):,42.62,,
Detector Temp (C):,41.74,,
Humidity (%):,48.7,,
Lamp PD:,122,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.448,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.553294,18269.000000,511.000000
904.739192,1.521059,19684.000000,593.000000
909.949268,1.564372,21675.000000,591.000000
913.851816,1.557822,23482.000000,650.000000
917.750071,1.573172,25749.000000,688.000000
921.644031,1.604632,28448.000000,707.000000
925.533698,1.621758,31685.000000,757.000000
929.419072,1.654556,35299.000000,782.000000
933.300152,1.671519,38958.000000,830.000000
937.176938,1.699595,42411.000000,847.000000
941.049430,1.732212,45503.000000,843.000000
944.917629,1.749535,48422.000000,862.000000
950.068549,1.774980,52118.000000,875.000000
953.926729,1.798240,54797.000000,872.000000
957.780616,1.814808,57646.000000,883.000000
961.630209,1.835457,60453.000000,883.000000
965.475508,1.812440,63306.000000,975.000000
969.316514,1.803868,66143.000000,1039.000000
973.153226,1.793339,68846.000000,1108.000000
976.985644,1.799639,71365.000000,1132.000000
980.813769,1.767866,73772.000000,1259.000000
984.637600,1.763583,75891.000000,1308.000000
989.729363,1.752673,78252.000000,1383.000000
993.543176,1.733517,79748.000000,1473.000000
997.352695,1.729275,80903.000000,1509.000000
1001.157920,1.729715,81951.000000,1527.000000
1004.958852,1.727328,82676.000000,1549.000000
1008.755490,1.731612,83280.000000,1545.000000
1012.547834,1.726605,83764.000000,1572.000000
1016.335885,1.749570,84043.000000,1496.000000
1020.119642,1.754325,84173.000000,1482.000000
1023.899105,1.768513,84269.000000,1436.000000
1028.931711,1.784743,84249.000000,1383.000000
1032.701156,1.807457,84151.000000,1311.000000
1036.466307,1.815639,83920.000000,1283.000000
1040.227165,1.826526,83703.000000,1248.000000
1043.983729,1.838303,83454.000000,1211.000000
1047.735999,1.850455,83200.000000,1174.000000
1051.483976,1.860189,82984.000000,1145.000000
1055.227659,1.862747,82891.000000,1137.000000
1058.967048,1.867799,82902.000000,1124.000000
1062.702144,1.858669,82983.000000,1149.000000
1066.432946,1.878920,83085.000000,1098.000000
1071.400670,1.855293,83272.000000,1162.000000
1075.121453,1.861188,83611.000000,1151.000000
1078.837943,1.851932,83910.000000,1180.000000
1082.550140,1.841412,84123.000000,1212.000000
1086.258042,1.834477,84498.000000,1237.000000
1089.961651,1.834759,84758.000000,1240.000000
1093.660967,1.825973,85070.000000,1270.000000
1097.355988,1.838620,85377.000000,1238.000000
1101.046716,1.837790,85627.000000,1244.000000
1104.733151,1.849092,85977.000000,1217.000000
1109.641718,1.854510,86198.000000,1205.000000
1113.318133,1.868568,86300.000000,1168.000000
1116.990256,1.890308,86380.000000,1112.000000
1120.658084,1.900875,86438.000000,1086.000000
1124.321619,1.922061,86497.000000,1035.000000
1127.980861,1.959730,86496.000000,949.000000
1131.635808,2.000337,86467.000000,864.000000
1135.286462,2.048190,86483.000000,774.000000
1138.932822,2.098777,86496.000000,689.000000
1142.574889,2.160590,86410.000000,597.000000
1147.424299,2.225525,86563.000000,515.000000
1151.056347,2.251162,86656.000000,486.000000
1154.684102,2.285738,86693.000000,449.000000
1158.307563,2.319306,86776.000000,416.000000
1161.926730,2.355981,86932.000000,383.000000
1165.541603,2.396963,87054.000000,349.000000
1169.152183,2.382136,87266.000000,362.000000
1172.758470,2.415986,87564.000000,336.000000
1176.360462,2.377580,88025.000000,369.000000
1179.958161,2.367882,88414.000000,379.000000
1184.748414,2.404858,89413.000000,352.000000
1188.336095,2.344826,90258.000000,408.000000
1191.919482,2.408550,91201.000000,356.000000
1195.498575,2.390930,92249.000000,375.000000
1199.073374,2.379657,93241.000000,389.000000
1202.643880,2.358073,94422.000000,414.000000
1206.210092,2.337427,95693.000000,440.000000
1209.772011,2.344070,96947.000000,439.000000
1213.329636,2.340988,98235.000000,448.000000
