Method:,Hadamard 1,,
Host Date-Time:,16/11/23 @ 14:19:32,,
Header Version:,1,,
System Temp (C):,40.71,,
Detector Temp (C):,39.04,,
Humidity (%):,55.34,,
Lamp PD:,123,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.448,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.346843,18269.000000,822.000000
904.739192,1.346680,19684.000000,886.000000
909.949268,1.343406,21675.000000,983.000000
913.851816,1.364269,23482.000000,1015.000000
917.750071,1.389985,25749.000000,1049.000000
921.644031,1.399822,28448.000000,1133.000000
925.533698,1.433411,31685.000000,1168.000000
929.419072,1.451896,35299.000000,1247.000000
933.300152,1.484066,38958.000000,1278.000000
937.176938,1.507563,42411.000000,1318.000000
941.049430,1.531909,45503.000000,1337.000000
944.917629,1.555675,48422.000000,1347.000000
950.068549,1.590207,52118.000000,1339.000000
953.926729,1.618512,54797.000000,1319.000000
957.780616,1.631402,57646.000000,1347.000000
961.630209,1.640596,60453.000000,1383.000000
965.475508,1.633832,63306.000000,1471.000000
969.316514,1.634659,66143.000000,1534.000000
973.153226,1.624893,68846.000000,1633.000000
976.985644,1.607973,71365.000000,1760.000000
980.813769,1.595818,73772.000000,1871.000000
984.637600,1.586386,75891.000000,1967.000000
989.729363,1.571690,78252.000000,2098.000000
993.543176,1.558311,79748.000000,2205.000000
997.352695,1.549269,80903.000000,2284.000000
1001.157920,1.549379,81951.000000,2313.000000
1004.958852,1.550396,82676.000000,2328.000000
1008.755490,1.550028,83280.000000,2347.000000
1012.547834,1.555143,83764.000000,2333.000000
1016.335885,1.559388,84043.000000,2318.000000
1020.119642,1.569147,84173.000000,2270.000000
1023.899105,1.583245,84269.000000,2200.000000
1028.931711,1.601694,84249.000000,2108.000000
1032.701156,1.613094,84151.000000,2051.000000
1036.466307,1.623487,83920.000000,1997.000000
1040.227165,1.640572,83703.000000,1915.000000
1043.983729,1.652869,83454.000000,1856.000000
1047.735999,1.659098,83200.000000,1824.000000
1051.483976,1.674223,82984.000000,1757.000000
1055.227659,1.671763,82891.000000,1765.000000
1058.967048,1.670346,82902.000000,1771.000000
1062.702144,1.670036,82983.000000,1774.000000
1066.432946,1.670080,83085.000000,1776.000000
1071.400670,1.667161,83272.000000,1792.000000
1075.121453,1.659338,83611.000000,1832.000000
1078.837943,1.666375,83910.000000,1809.000000
1082.550140,1.647994,84123.000000,1892.000000
1086.258042,1.644451,84498.000000,1916.000000
1089.961651,1.652639,84758.000000,1886.000000
1093.660967,1.643095,85070.000000,1935.000000
1097.355988,1.651446,85377.000000,1905.000000
1101.046716,1.654315,85627.000000,1898.000000
1104.733151,1.654715,85977.000000,1904.000000
1109.641718,1.670208,86198.000000,1842.000000
1113.318133,1.685591,86300.000000,1780.000000
1116.990256,1.702149,86380.000000,1715.000000
1120.658084,1.716335,86438.000000,1661.000000
1124.321619,1.746109,86497.000000,1552.000000
1127.980861,1.774730,86496.000000,1453.000000
1131.635808,1.811695,86467.000000,1334.000000
1135.286462,1.868374,86483.000000,1171.000000
1138.932822,1.921217,86496.000000,1037.000000
1142.574889,1.981839,86410.000000,901.000000
1147.424299,2.058236,86563.000000,757.000000
1151.056347,2.093321,86656.000000,699.000000
1154.684102,2.148403,86693.000000,616.000000
1158.307563,2.157363,86776.000000,604.000000
1161.926730,2.203581,86932.000000,544.000000
1165.541603,2.197850,87054.000000,552.000000
1169.152183,2.234981,87266.000000,508.000000
1172.758470,2.209932,87564.000000,540.000000
1176.360462,2.242175,88025.000000,504.000000
1179.958161,2.244091,88414.000000,504.000000
1184.748414,2.224673,89413.000000,533.000000
1188.336095,2.241995,90258.000000,517.000000
1191.919482,2.207951,91201.000000,565.000000
1195.498575,2.254844,92249.000000,513.000000
1199.073374,2.222195,93241.000000,559.000000
1202.643880,2.223794,94422.000000,564.000000
1206.210092,2.200563,95693.000000,603.000000
1209.772011,2.178323,96947.000000,643.000000
1213.329636,2.166840,98235.000000,669.000000
1216.882967,2.142322,99643.000000,718.000000
1221.614063,2.135725,101558.000000,743.000000
1225.157376,2.128838,102920.000000,765.000000
1228.696395,2.090550,104459.000000,848.000000
1232.231121,2.087792,106001.000000,866.000000
1235.761552,2.096817,107602.000000,861.000000
1239.287691,2.089499,109122.000000,888.000000
1242.809535,2.080936,110606.000000,918.000000
1246.327086,2.082426,112195.000000,928.000000
1249.840343,2.068587,113829.000000,972.000000
1253.349307,2.079275,115465.000000,962.000000
1258.021246,2.065075,117559.000000,1012.000000
1261.520191,2.089123,119218.000000,971.000000
1265.014842,2.083381,121045.000000,999.000000
1268.505200,2.082831,122707.000000,1014.000000
1271.991264,2.107458,124487.000000,972.000000
1275.473035,2.111634,126207.000000,976.000000
1278.950512,2.118595,127852.000000,973.000000
1282.423695,2.138313,129253.000000,940.000000
1285.892584,2.155878,130722.000000,913.000000
1289.357180,2.176546,131838.000000,878.000000
1293.969962,2.204912,133363.000000,832.000000
1297.424540,2.230342,134097.000000,789.000000
1300.874824,2.254938,134896.000000,750.000000
1304.320814,2.278497,135580.000000,714.000000
1307.762510,2.321356,136229.000000,650.000000
1311.199913,2.340982,136606.000000,623.000000
1314.633022,2.393185,136992.000000,554.000000
1318.061837,2.413942,137473.000000,530.000000
1321.486359,2.446308,137770.000000,493.000000
1324.906587,2.487381,137920.000000,449.000000
1328.322522,2.538931,138008.000000,399.000000
1332.870422,2.583640,138020.000000,360.000000
1336.276338,2.592855,137847.000000,352.000000
1339.677961,2.629703,137691.000000,323.000000
1343.075289,2.677297,137466.000000,289.000000
1346.468324,2.725795,137219.000000,258.000000
1349.857066,2.824234,136769.000000,205.000000
1353.241514,2.752224,136220.000000,241.000000
1356.621668,2.889922,135819.000000,175.000000
1359.997528,2.848436,135437.000000,192.000000
1363.369095,2.954072,134947.000000,150.000000
1367.857839,2.978627,134229.000000,141.000000
1371.219387,3.019188,133782.000000,128.000000
1374.576642,3.124886,133317.000000,100.000000
1377.929603,3.297107,132795.000000,67.000000
1381.278270,3.343645,132372.000000,60.000000
1384.622644,3.689605,132120.000000,27.000000
1387.962724,3.467042,131903.000000,45.000000
1391.298510,nan,131655.000000,-15.000000
1394.630003,4.118318,131316.000000,10.000000
1397.957202,nan,130912.000000,-4.000000
1402.386789,3.637653,130249.000000,30.000000
1405.703969,4.811498,129577.000000,2.000000
1409.016856,5.110896,129091.000000,1.000000
1412.325449,nan,128656.000000,-5.000000
1415.629749,3.961418,128099.000000,14.000000
1418.929755,nan,127582.000000,-9.000000
1422.225467,nan,127181.000000,-18.000000
1425.516886,nan,126880.000000,-4.000000
1428.804011,nan,126593.000000,-9.000000
1432.086843,nan,126398.000000,-29.000000
1436.457272,3.896619,126107.000000,16.000000
