Method:,Hadamard 1,,
Host Date-Time:,21/9/23 @ 13:51:10,,
Header Version:,1,,
System Temp (C):,38.64,,
Detector Temp (C):,36.52,,
Humidity (%):,59.53,,
Lamp PD:,123,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.446,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.565358,18269.000000,497.000000
904.739192,1.550604,19684.000000,554.000000
909.949268,1.554922,21675.000000,604.000000
913.851816,1.559160,23482.000000,648.000000
917.750071,1.593857,25749.000000,656.000000
921.644031,1.603406,28448.000000,709.000000
925.533698,1.630450,31685.000000,742.000000
929.419072,1.633949,35299.000000,820.000000
933.300152,1.681041,38958.000000,812.000000
937.176938,1.699083,42411.000000,848.000000
941.049430,1.739485,45503.000000,829.000000
944.917629,1.752062,48422.000000,857.000000
950.068549,1.818263,52118.000000,792.000000
953.926729,1.848336,54797.000000,777.000000
957.780616,1.864794,57646.000000,787.000000
961.630209,1.877785,60453.000000,801.000000
965.475508,1.884465,63306.000000,826.000000
969.316514,1.889026,66143.000000,854.000000
973.153226,1.871268,68846.000000,926.000000
976.985644,1.871667,71365.000000,959.000000
980.813769,1.848360,73772.000000,1046.000000
984.637600,1.832526,75891.000000,1116.000000
989.729363,1.821246,78252.000000,1181.000000
993.543176,1.786442,79748.000000,1304.000000
997.352695,1.790031,80903.000000,1312.000000
1001.157920,1.771791,81951.000000,1386.000000
1004.958852,1.768160,82676.000000,1410.000000
1008.755490,1.767031,83280.000000,1424.000000
1012.547834,1.772301,83764.000000,1415.000000
1016.335885,1.778063,84043.000000,1401.000000
1020.119642,1.781534,84173.000000,1392.000000
1023.899105,1.781094,84269.000000,1395.000000
1028.931711,1.796520,84249.000000,1346.000000
1032.701156,1.814133,84151.000000,1291.000000
1036.466307,1.821432,83920.000000,1266.000000
1040.227165,1.843560,83703.000000,1200.000000
1043.983729,1.858865,83454.000000,1155.000000
1047.735999,1.866277,83200.000000,1132.000000
1051.483976,1.878392,82984.000000,1098.000000
1055.227659,1.871233,82891.000000,1115.000000
1058.967048,1.892440,82902.000000,1062.000000
1062.702144,1.893683,82983.000000,1060.000000
1066.432946,1.893807,83085.000000,1061.000000
1071.400670,1.888687,83272.000000,1076.000000
1075.121453,1.884837,83611.000000,1090.000000
1078.837943,1.882421,83910.000000,1100.000000
1082.550140,1.870302,84123.000000,1134.000000
1086.258042,1.871468,84498.000000,1136.000000
1089.961651,1.865599,84758.000000,1155.000000
1093.660967,1.869456,85070.000000,1149.000000
1097.355988,1.863526,85377.000000,1169.000000
1101.046716,1.873047,85627.000000,1147.000000
1104.733151,1.866196,85977.000000,1170.000000
1109.641718,1.887444,86198.000000,1117.000000
1113.318133,1.898186,86300.000000,1091.000000
1116.990256,1.912749,86380.000000,1056.000000
1120.658084,1.937574,86438.000000,998.000000
1124.321619,1.955636,86497.000000,958.000000
1127.980861,1.980828,86496.000000,904.000000
1131.635808,2.043089,86467.000000,783.000000
1135.286462,2.088126,86483.000000,706.000000
1138.932822,2.147415,86496.000000,616.000000
1142.574889,2.217233,86410.000000,524.000000
1147.424299,2.287025,86563.000000,447.000000
1151.056347,2.346734,86656.000000,390.000000
1154.684102,2.407784,86693.000000,339.000000
1158.307563,2.438713,86776.000000,316.000000
1161.926730,2.457737,86932.000000,303.000000
1165.541603,2.481907,87054.000000,287.000000
1169.152183,2.492139,87266.000000,281.000000
1172.758470,2.501417,87564.000000,276.000000
1176.360462,2.430058,88025.000000,327.000000
1179.958161,2.531548,88414.000000,260.000000
1184.748414,2.541468,89413.000000,257.000000
1188.336095,2.528974,90258.000000,267.000000
1191.919482,2.562060,91201.000000,250.000000
1195.498575,2.527211,92249.000000,274.000000
1199.073374,2.551306,93241.000000,262.000000
1202.643880,2.502317,94422.000000,297.000000
1206.210092,2.532174,95693.000000,281.000000
1209.772011,2.465396,96947.000000,332.000000
1213.329636,2.498112,98235.000000,312.000000
1216.882967,2.442144,99643.000000,360.000000
1221.614063,2.415650,101558.000000,390.000000
1225.157376,2.405045,102920.000000,405.000000
1228.696395,2.394664,104459.000000,421.000000
1232.231121,2.397944,106001.000000,424.000000
1235.761552,2.391339,107602.000000,437.000000
1239.287691,2.356671,109122.000000,480.000000
