Method:,Hadamard 1,,
Host Date-Time:,21/9/23 @ 15:56:36,,
Header Version:,1,,
System Temp (C):,43.32,,
Detector Temp (C):,41.73,,
Humidity (%):,47.88,,
Lamp PD:,122,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.455,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,1.408017,18269.000000,714.000000
904.739192,1.412158,19684.000000,762.000000
909.949268,1.394945,21675.000000,873.000000
913.851816,1.414087,23482.000000,905.000000
917.750071,1.425334,25749.000000,967.000000
921.644031,1.442059,28448.000000,1028.000000
925.533698,1.478425,31685.000000,1053.000000
929.419072,1.485933,35299.000000,1153.000000
933.300152,1.525764,38958.000000,1161.000000
937.176938,1.557071,42411.000000,1176.000000
941.049430,1.594707,45503.000000,1157.000000
944.917629,1.622085,48422.000000,1156.000000
950.068549,1.658182,52118.000000,1145.000000
953.926729,1.704530,54797.000000,1082.000000
957.780616,1.722149,57646.000000,1093.000000
961.630209,1.743991,60453.000000,1090.000000
965.475508,1.742639,63306.000000,1145.000000
969.316514,1.738417,66143.000000,1208.000000
973.153226,1.735445,68846.000000,1266.000000
976.985644,1.721546,71365.000000,1355.000000
980.813769,1.708024,73772.000000,1445.000000
984.637600,1.693799,75891.000000,1536.000000
989.729363,1.662281,78252.000000,1703.000000
993.543176,1.658186,79748.000000,1752.000000
997.352695,1.637053,80903.000000,1866.000000
1001.157920,1.637552,81951.000000,1888.000000
1004.958852,1.628014,82676.000000,1947.000000
1008.755490,1.619511,83280.000000,2000.000000
1012.547834,1.620943,83764.000000,2005.000000
1016.335885,1.628934,84043.000000,1975.000000
1020.119642,1.634916,84173.000000,1951.000000
1023.899105,1.633412,84269.000000,1960.000000
1028.931711,1.653491,84249.000000,1871.000000
1032.701156,1.664988,84151.000000,1820.000000
1036.466307,1.681573,83920.000000,1747.000000
1040.227165,1.686456,83703.000000,1723.000000
1043.983729,1.696914,83454.000000,1677.000000
1047.735999,1.719546,83200.000000,1587.000000
1051.483976,1.716234,82984.000000,1595.000000
1055.227659,1.723993,82891.000000,1565.000000
1058.967048,1.724051,82902.000000,1565.000000
1062.702144,1.734014,82983.000000,1531.000000
1066.432946,1.738537,83085.000000,1517.000000
1071.400670,1.728210,83272.000000,1557.000000
1075.121453,1.715977,83611.000000,1608.000000
1078.837943,1.721053,83910.000000,1595.000000
1082.550140,1.711929,84123.000000,1633.000000
1086.258042,1.713860,84498.000000,1633.000000
1089.961651,1.708858,84758.000000,1657.000000
1093.660967,1.708101,85070.000000,1666.000000
1097.355988,1.707067,85377.000000,1676.000000
1101.046716,1.717238,85627.000000,1642.000000
1104.733151,1.716898,85977.000000,1650.000000
1109.641718,1.726519,86198.000000,1618.000000
1113.318133,1.749337,86300.000000,1537.000000
1116.990256,1.754284,86380.000000,1521.000000
1120.658084,1.783500,86438.000000,1423.000000
1124.321619,1.800598,86497.000000,1369.000000
1127.980861,1.839392,86496.000000,1252.000000
1131.635808,1.894669,86467.000000,1102.000000
1135.286462,1.950607,86483.000000,969.000000
1138.932822,2.024243,86496.000000,818.000000
1142.574889,2.099607,86410.000000,687.000000
1147.424299,2.180696,86563.000000,571.000000
1151.056347,2.249379,86656.000000,488.000000
1154.684102,2.293545,86693.000000,441.000000
1158.307563,2.305942,86776.000000,429.000000
1161.926730,2.325338,86932.000000,411.000000
1165.541603,2.355458,87054.000000,384.000000
1169.152183,2.376179,87266.000000,367.000000
1172.758470,2.381224,87564.000000,364.000000
1176.360462,2.423468,88025.000000,332.000000
1179.958161,2.404942,88414.000000,348.000000
1184.748414,2.385553,89413.000000,368.000000
1188.336095,2.418927,90258.000000,344.000000
1191.919482,2.387128,91201.000000,374.000000
1195.498575,2.363989,92249.000000,399.000000
1199.073374,2.399064,93241.000000,372.000000
1202.643880,2.408047,94422.000000,369.000000
1206.210092,2.393169,95693.000000,387.000000
1209.772011,2.367441,96947.000000,416.000000
1213.329636,2.344883,98235.000000,444.000000
1216.882967,2.308251,99643.000000,490.000000
1221.614063,2.300850,101558.000000,508.000000
1225.157376,2.299009,102920.000000,517.000000
1228.696395,2.242972,104459.000000,597.000000
1232.231121,2.256672,106001.000000,587.000000
1235.761552,2.238729,107602.000000,621.000000
1239.287691,2.255440,109122.000000,606.000000
1242.809535,2.237599,110606.000000,640.000000
1246.327086,2.216826,112195.000000,681.000000
1249.840343,2.238688,113829.000000,657.000000
1253.349307,2.208752,115465.000000,714.000000
1258.021246,2.208125,117559.000000,728.000000
1261.520191,2.214210,119218.000000,728.000000
1265.014842,2.223208,121045.000000,724.000000
1268.505200,2.212074,122707.000000,753.000000
1271.991264,2.256275,124487.000000,690.000000
1275.473035,2.247385,126207.000000,714.000000
1278.950512,2.271017,127852.000000,685.000000
1282.423695,2.276385,129253.000000,684.000000
1285.892584,2.309491,130722.000000,641.000000
1289.357180,2.317267,131838.000000,635.000000
1293.969962,2.357879,133363.000000,585.000000
1297.424540,2.377683,134097.000000,562.000000
1300.874824,2.414832,134896.000000,519.000000
1304.320814,2.428904,135580.000000,505.000000
1307.762510,2.471512,136229.000000,460.000000
1311.199913,2.520573,136606.000000,412.000000
1314.633022,2.595116,136992.000000,348.000000
1318.061837,2.600398,137473.000000,345.000000
1321.486359,2.621959,137770.000000,329.000000
1324.906587,2.671280,137920.000000,294.000000
