Method:,Hadamard 1,,
Host Date-Time:,25/10/23 @ 16:1:22,,
Header Version:,1,,
System Temp (C):,38.2,,
Detector Temp (C):,35.67,,
Humidity (%):,63.07,,
Lamp PD:,127,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.507,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.598202,18269.000000,4608.000000
904.739192,0.565516,19684.000000,5353.000000
909.949268,0.602441,21675.000000,5414.000000
913.851816,0.598487,23482.000000,5919.000000
917.750071,0.607235,25749.000000,6361.000000
921.644031,0.630056,28448.000000,6668.000000
925.533698,0.637590,31685.000000,7299.000000
929.419072,0.670449,35299.000000,7539.000000
933.300152,0.669952,38958.000000,8330.000000
937.176938,0.697957,42411.000000,8502.000000
941.049430,0.697141,45503.000000,9139.000000
944.917629,0.720925,48422.000000,9207.000000
950.068549,0.721748,52118.000000,9891.000000
953.926729,0.727609,54797.000000,10260.000000
957.780616,0.718430,57646.000000,11024.000000
961.630209,0.713009,60453.000000,11706.000000
965.475508,0.707533,63306.000000,12414.000000
969.316514,0.699844,66143.000000,13202.000000
973.153226,0.686294,68846.000000,14177.000000
976.985644,0.680124,71365.000000,14906.000000
980.813769,0.669317,73772.000000,15797.000000
984.637600,0.664288,75891.000000,16440.000000
989.729363,0.654171,78252.000000,17351.000000
993.543176,0.659999,79748.000000,17447.000000
997.352695,0.658302,80903.000000,17769.000000
1001.157920,0.662744,81951.000000,17816.000000
1004.958852,0.670955,82676.000000,17637.000000
1008.755490,0.680941,83280.000000,17362.000000
1012.547834,0.695505,83764.000000,16887.000000
1016.335885,0.708362,84043.000000,16449.000000
