Method:,Hadamard 1,,
Host Date-Time:,25/10/23 @ 15:59:45,,
Header Version:,1,,
System Temp (C):,37.67,,
Detector Temp (C):,35.34,,
Humidity (%):,64.55,,
Lamp PD:,126,,
Shift Vector Coefficients:,-10.8918,0.0794284,-0.000141857,,
Pixel to Wavelength Coefficients:,1788.85,-0.924917,-0.000238536,,
Serial Number:,6110033,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.507,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.826625,0.585296,18269.000000,4747.000000
904.739192,0.584674,19684.000000,5122.000000
909.949268,0.599403,21675.000000,5452.000000
913.851816,0.588980,23482.000000,6050.000000
917.750071,0.599185,25749.000000,6480.000000
921.644031,0.625327,28448.000000,6741.000000
925.533698,0.640156,31685.000000,7256.000000
929.419072,0.656225,35299.000000,7790.000000
933.300152,0.680292,38958.000000,8134.000000
937.176938,0.684974,42411.000000,8760.000000
941.049430,0.703701,45503.000000,9002.000000
944.917629,0.708830,48422.000000,9467.000000
950.068549,0.716207,52118.000000,10018.000000
953.926729,0.719018,54797.000000,10465.000000
957.780616,0.720721,57646.000000,10966.000000
961.630209,0.710789,60453.000000,11766.000000
965.475508,0.707218,63306.000000,12423.000000
969.316514,0.700074,66143.000000,13195.000000
973.153226,0.689461,68846.000000,14074.000000
976.985644,0.685135,71365.000000,14735.000000
980.813769,0.670170,73772.000000,15766.000000
984.637600,0.664553,75891.000000,16430.000000
989.729363,0.658649,78252.000000,17173.000000
993.543176,0.653599,79748.000000,17706.000000
997.352695,0.661491,80903.000000,17639.000000
1001.157920,0.667105,81951.000000,17638.000000
1004.958852,0.671029,82676.000000,17634.000000
1008.755490,0.683424,83280.000000,17263.000000
1012.547834,0.696406,83764.000000,16852.000000
1016.335885,0.708494,84043.000000,16444.000000
1020.119642,0.729882,84173.000000,15678.000000
1023.899105,0.746288,84269.000000,15114.000000
1028.931711,0.769440,84249.000000,14326.000000
1032.701156,0.784803,84151.000000,13812.000000
1036.466307,0.802043,83920.000000,13238.000000
1040.227165,0.822060,83703.000000,12609.000000
1043.983729,0.836871,83454.000000,12150.000000
1047.735999,0.849568,83200.000000,11764.000000
1051.483976,0.854013,82984.000000,11614.000000
1055.227659,0.865621,82891.000000,11295.000000
1058.967048,0.869657,82902.000000,11192.000000
1062.702144,0.868223,82983.000000,11240.000000
1066.432946,0.877735,83085.000000,11010.000000
1071.400670,0.870081,83272.000000,11231.000000
1075.121453,0.866962,83611.000000,11358.000000
1078.837943,0.858346,83910.000000,11627.000000
1082.550140,0.855062,84123.000000,11745.000000
1086.258042,0.855406,84498.000000,11788.000000
1089.961651,0.850631,84758.000000,11955.000000
1093.660967,0.847638,85070.000000,12082.000000
1097.355988,0.843240,85377.000000,12249.000000
1101.046716,0.848822,85627.000000,12128.000000
1104.733151,0.854912,85977.000000,12008.000000
1109.641718,0.863726,86198.000000,11797.000000
1113.318133,0.868568,86300.000000,11680.000000
1116.990256,0.884798,86380.000000,11262.000000
1120.658084,0.903724,86438.000000,10789.000000
1124.321619,0.924037,86497.000000,10303.000000
1127.980861,0.936302,86496.000000,10016.000000
1131.635808,0.952863,86467.000000,9638.000000
1135.286462,0.963295,86483.000000,9411.000000
1138.932822,0.976145,86496.000000,9138.000000
1142.574889,0.990899,86410.000000,8824.000000
1147.424299,1.007709,86563.000000,8504.000000
1151.056347,1.017206,86656.000000,8329.000000
1154.684102,1.022901,86693.000000,8224.000000
1158.307563,1.036179,86776.000000,7984.000000
1161.926730,1.043095,86932.000000,7872.000000
1165.541603,1.046582,87054.000000,7820.000000
1169.152183,1.050312,87266.000000,7772.000000
1172.758470,1.049008,87564.000000,7822.000000
1176.360462,1.046979,88025.000000,7900.000000
1179.958161,1.041427,88414.000000,8037.000000
1184.748414,1.047497,89413.000000,8015.000000
1188.336095,1.036094,90258.000000,8306.000000
1191.919482,1.031655,91201.000000,8479.000000
1195.498575,1.024246,92249.000000,8724.000000
1199.073374,1.015557,93241.000000,8996.000000
1202.643880,0.999458,94422.000000,9454.000000
1206.210092,0.994332,95693.000000,9695.000000
1209.772011,0.988930,96947.000000,9945.000000
1213.329636,0.984007,98235.000000,10192.000000
1216.882967,0.973797,99643.000000,10584.000000
1221.614063,0.972688,101558.000000,10815.000000
1225.157376,0.969806,102920.000000,11033.000000
1228.696395,0.971126,104459.000000,11164.000000
1232.231121,0.967872,106001.000000,11414.000000
1235.761552,0.965159,107602.000000,11659.000000
1239.287691,0.964304,109122.000000,11847.000000
1242.809535,0.968926,110606.000000,11881.000000
1246.327086,0.978533,112195.000000,11788.000000
1249.840343,0.982571,113829.000000,11849.000000
1253.349307,0.979163,115465.000000,12114.000000
1258.021246,0.988477,117559.000000,12072.000000
1261.520191,0.999483,119218.000000,11936.000000
1265.014842,1.005143,121045.000000,11962.000000
1268.505200,1.016472,122707.000000,11814.000000
1271.991264,1.026122,124487.000000,11722.000000
1275.473035,1.038501,126207.000000,11550.000000
1278.950512,1.052324,127852.000000,11334.000000
1282.423695,1.050743,129253.000000,11500.000000
1285.892584,1.066201,130722.000000,11224.000000
1289.357180,1.076954,131838.000000,11043.000000
1293.969962,1.093263,133363.000000,10759.000000
1297.424540,1.103057,134097.000000,10577.000000
1300.874824,1.107653,134896.000000,10528.000000
1304.320814,1.119274,135580.000000,10302.000000
1307.762510,1.129132,136229.000000,10119.000000
1311.199913,1.142431,136606.000000,9841.000000
1314.633022,1.141411,136992.000000,9892.000000
1318.061837,1.151222,137473.000000,9705.000000
1321.486359,1.163677,137770.000000,9451.000000
1324.906587,1.161721,137920.000000,9504.000000
1328.322522,1.164518,138008.000000,9449.000000
1332.870422,1.163776,138020.000000,9466.000000
1336.276338,1.169748,137847.000000,9325.000000
1339.677961,1.168187,137691.000000,9348.000000
1343.075289,1.181115,137466.000000,9059.000000
1346.468324,1.187390,137219.000000,8913.000000
1349.857066,1.192988,136769.000000,8770.000000
1353.241514,1.214274,136220.000000,8317.000000
1356.621668,1.233468,135819.000000,7934.000000
1359.997528,1.260924,135437.000000,7427.000000
1363.369095,1.283517,134947.000000,7025.000000
1367.857839,1.302355,134229.000000,6691.000000
1371.219387,1.318389,133782.000000,6427.000000
1374.576642,1.334952,133317.000000,6165.000000
1377.929603,1.357141,132795.000000,5835.000000
1381.278270,1.388679,132372.000000,5409.000000
1384.622644,1.431305,132120.000000,4894.000000
1387.962724,1.473459,131903.000000,4434.000000
1391.298510,1.494537,131655.000000,4216.000000
1394.630003,1.486874,131316.000000,4280.000000
1397.957202,1.450087,130912.000000,4644.000000
1402.386789,1.416587,130249.000000,4991.000000
1405.703969,1.399962,129577.000000,5159.000000
1409.016856,1.371640,129091.000000,5486.000000
1412.325449,1.367019,128656.000000,5526.000000
1415.629749,1.366315,128099.000000,5511.000000
1418.929755,1.348545,127582.000000,5718.000000
1422.225467,1.334086,127181.000000,5893.000000
1425.516886,1.314659,126880.000000,6148.000000
1428.804011,1.312336,126593.000000,6167.000000
1432.086843,1.290568,126398.000000,6474.000000
1436.457272,1.280275,126107.000000,6614.000000
1439.730085,1.263338,125978.000000,6870.000000
1442.998604,1.272224,125962.000000,6730.000000
1446.262830,1.265660,125787.000000,6823.000000
1449.522762,1.270879,125591.000000,6731.000000
1452.778400,1.274980,125464.000000,6661.000000
1456.029745,1.267878,125171.000000,6755.000000
1459.276796,1.275211,124909.000000,6628.000000
1462.519553,1.268768,124592.000000,6710.000000
1465.758017,1.279152,124260.000000,6534.000000
1470.069290,1.278799,123684.000000,6509.000000
1473.297735,1.274421,123290.000000,6554.000000
1476.521886,1.287879,122785.000000,6328.000000
1479.741744,1.299321,122278.000000,6138.000000
1482.957309,1.304296,121732.000000,6041.000000
